candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,40.0,2,4,0.02,True
2,entropy,80.0,10,1,0.1,False
3,entropy,40.0,20,8,0.02,True
4,entropy,60.0,20,8,0.02,False
5,entropy,20.0,5,4,0.02,True
6,gini,40.0,10,4,0.2,False
7,entropy,,20,8,0.2,True
8,entropy,80.0,20,4,sqrt,False
9,entropy,20.0,10,2,log2,True
10,entropy,80.0,2,4,0.02,False
11,entropy,80.0,20,2,0.2,True
12,gini,60.0,2,1,0.02,False
13,entropy,40.0,10,8,0.02,True
14,entropy,40.0,5,2,0.2,False
15,gini,80.0,5,8,0.1,True
16,gini,20.0,5,1,0.2,False
17,entropy,20.0,10,2,0.02,False
18,gini,,20,1,0.05,True
19,gini,20.0,10,4,sqrt,False
20,gini,,20,4,sqrt,False
21,entropy,20.0,2,8,0.1,False
22,entropy,80.0,5,1,sqrt,True
23,gini,40.0,10,2,0.05,True
24,entropy,40.0,2,2,log2,True
25,gini,,5,4,log2,True
26,gini,20.0,10,1,0.05,False
27,entropy,40.0,2,4,0.02,False
28,entropy,,2,2,0.05,False
29,gini,60.0,20,2,0.1,False
30,entropy,20.0,2,2,0.02,True
31,entropy,,2,1,0.05,True
32,entropy,20.0,10,8,sqrt,True
33,entropy,60.0,20,8,0.02,True
34,gini,80.0,2,2,sqrt,True
35,entropy,40.0,20,1,0.05,True
36,entropy,60.0,20,2,0.05,True
37,entropy,40.0,5,4,sqrt,False
38,entropy,40.0,5,2,0.05,True
39,entropy,,2,2,0.2,False
40,entropy,40.0,20,2,0.05,False
41,gini,60.0,2,2,0.05,True
42,gini,20.0,20,8,log2,True
43,gini,20.0,5,1,log2,True
44,gini,20.0,2,2,0.02,True
45,entropy,20.0,20,2,0.02,False
46,gini,60.0,10,2,0.1,True
47,gini,60.0,20,8,log2,True
48,entropy,,20,8,0.05,True
49,entropy,20.0,2,1,log2,False
50,entropy,60.0,10,2,0.2,True
51,entropy,40.0,10,2,0.2,True
52,gini,40.0,2,2,0.02,True
53,entropy,20.0,20,4,0.05,True
54,gini,,5,2,sqrt,False
55,gini,80.0,20,4,sqrt,True
56,entropy,40.0,2,4,0.2,False
57,entropy,,10,4,0.05,True
58,gini,60.0,20,4,0.2,True
59,entropy,,20,8,sqrt,False
60,gini,40.0,2,8,0.02,True
61,gini,40.0,10,4,log2,True
62,gini,40.0,10,8,0.05,True
63,gini,60.0,2,1,0.1,True
64,gini,20.0,5,2,sqrt,True
65,entropy,20.0,5,4,log2,True
66,gini,20.0,2,4,log2,False
67,entropy,60.0,20,4,log2,True
68,entropy,40.0,5,4,0.2,True
69,gini,40.0,20,2,sqrt,True
70,gini,80.0,2,4,0.05,False
71,entropy,40.0,5,8,log2,True
72,entropy,,2,1,0.2,True
73,gini,,5,1,0.05,True
74,gini,40.0,10,2,sqrt,False
75,gini,,2,8,sqrt,False
76,entropy,40.0,2,4,sqrt,True
77,gini,40.0,5,2,0.02,True
78,gini,20.0,10,2,0.1,False
79,entropy,20.0,20,8,log2,False
80,entropy,60.0,20,2,0.02,True
81,gini,,2,1,0.2,True
82,gini,40.0,20,8,sqrt,True
83,entropy,,10,1,0.05,True
84,gini,,2,2,log2,False
85,entropy,20.0,20,1,0.1,True
86,entropy,60.0,10,1,0.1,True
87,gini,20.0,5,4,0.02,True
88,entropy,60.0,10,2,log2,False
89,entropy,20.0,20,4,log2,True
90,entropy,60.0,5,4,0.02,False
91,gini,20.0,2,4,sqrt,True
92,entropy,60.0,10,1,0.2,True
93,entropy,,20,2,0.05,True
94,entropy,,10,8,0.05,False
95,gini,20.0,20,2,0.2,True
96,entropy,20.0,10,2,sqrt,False
97,entropy,,20,2,sqrt,True
98,entropy,20.0,5,4,0.05,True
99,entropy,20.0,10,4,log2,True
100,entropy,60.0,2,1,0.02,False
