candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,60.0,5,4,log2,True
2,gini,,20,2,0.05,True
3,entropy,80.0,20,8,log2,True
4,entropy,80.0,5,1,0.2,True
5,gini,,20,4,0.2,True
6,gini,,20,4,sqrt,False
7,gini,20.0,20,2,sqrt,True
8,entropy,,20,4,0.1,True
9,entropy,40.0,5,8,0.02,False
10,gini,40.0,5,8,log2,False
11,entropy,20.0,2,1,0.02,True
12,entropy,,2,2,log2,True
13,gini,,5,1,log2,False
14,gini,80.0,10,1,log2,True
15,gini,,20,4,0.02,True
16,gini,60.0,5,8,sqrt,False
17,gini,,2,1,log2,False
18,entropy,20.0,20,4,sqrt,True
19,gini,60.0,5,2,0.2,True
20,entropy,40.0,2,1,0.05,False
21,entropy,20.0,10,4,0.1,False
22,entropy,,2,1,log2,False
23,gini,80.0,2,8,0.05,True
24,gini,80.0,2,8,log2,True
25,entropy,,2,8,0.2,True
26,entropy,60.0,20,2,0.1,False
27,entropy,,2,4,0.05,True
28,entropy,40.0,2,8,sqrt,False
29,gini,,10,4,0.05,True
30,gini,60.0,20,4,0.02,True
31,entropy,80.0,5,4,0.05,False
32,entropy,60.0,2,2,0.02,True
33,entropy,80.0,10,2,sqrt,False
34,entropy,,10,8,0.1,False
35,entropy,40.0,5,8,0.2,False
36,entropy,60.0,5,2,0.05,True
37,entropy,80.0,10,8,0.02,False
38,entropy,60.0,2,4,log2,False
39,entropy,60.0,20,2,0.1,True
40,gini,60.0,10,1,sqrt,False
41,entropy,60.0,2,8,log2,True
42,entropy,40.0,20,2,log2,False
43,gini,,10,8,sqrt,False
44,gini,80.0,5,2,0.2,True
45,gini,20.0,2,4,0.02,False
46,gini,,2,8,0.1,True
47,gini,20.0,2,2,0.05,False
48,gini,60.0,2,1,0.02,False
49,entropy,80.0,2,4,log2,True
50,entropy,40.0,20,4,0.05,False
51,gini,20.0,10,1,0.2,True
52,gini,60.0,10,4,0.05,True
53,gini,80.0,10,2,log2,False
54,gini,20.0,2,4,sqrt,False
55,entropy,20.0,20,2,0.05,False
56,gini,80.0,2,8,0.02,False
57,gini,,2,8,0.02,False
58,gini,,20,2,sqrt,True
59,entropy,40.0,20,8,sqrt,True
60,entropy,20.0,5,8,sqrt,False
61,gini,80.0,20,4,0.02,True
62,entropy,80.0,10,2,0.2,False
63,entropy,40.0,2,8,log2,True
64,gini,40.0,10,1,0.1,False
65,gini,20.0,5,8,log2,True
66,entropy,80.0,2,1,0.1,False
67,gini,40.0,20,1,0.02,False
68,entropy,20.0,10,4,0.02,False
69,gini,,10,4,0.1,True
70,entropy,60.0,5,8,0.02,True
71,entropy,60.0,10,8,log2,False
72,gini,80.0,2,8,log2,False
73,entropy,80.0,5,8,sqrt,True
74,gini,20.0,20,1,sqrt,True
75,entropy,40.0,20,8,0.2,False
76,entropy,80.0,5,8,sqrt,False
77,gini,60.0,5,2,sqrt,True
78,entropy,40.0,10,2,0.2,False
79,gini,60.0,5,1,0.1,False
80,entropy,40.0,2,2,0.2,False
81,gini,,10,1,0.2,False
82,gini,20.0,2,4,0.2,True
83,entropy,80.0,2,4,0.2,True
84,entropy,20.0,2,2,0.2,True
85,entropy,20.0,2,4,0.1,False
86,gini,80.0,10,1,0.1,True
87,gini,60.0,20,8,0.05,True
88,gini,20.0,10,4,0.1,False
89,gini,60.0,2,2,0.02,True
90,gini,60.0,10,4,0.1,True
91,gini,80.0,5,4,0.1,False
92,entropy,40.0,10,1,0.02,False
93,gini,80.0,5,1,0.1,False
94,gini,20.0,20,2,0.05,False
95,gini,,20,2,log2,False
96,entropy,20.0,20,8,0.1,True
97,gini,60.0,2,8,0.02,False
98,entropy,,10,4,0.05,False
99,entropy,80.0,20,2,log2,False
100,entropy,20.0,10,4,0.05,False
