candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,60.0,2,2,0.05,False
2,entropy,,5,1,log2,True
3,gini,20.0,10,1,0.05,False
4,gini,80.0,5,1,0.2,True
5,entropy,60.0,20,8,0.1,False
6,gini,60.0,5,2,0.02,True
7,gini,20.0,20,1,0.2,False
8,entropy,80.0,10,1,log2,False
9,gini,80.0,2,4,0.2,False
10,entropy,40.0,5,2,0.1,True
11,entropy,40.0,20,1,0.1,True
12,gini,20.0,20,1,0.1,True
13,entropy,,5,2,0.05,False
14,gini,,5,1,log2,True
15,entropy,20.0,5,4,log2,False
16,gini,60.0,10,8,sqrt,True
17,entropy,60.0,20,1,0.05,True
18,entropy,40.0,5,1,log2,True
19,entropy,80.0,20,4,0.1,True
20,gini,80.0,20,4,sqrt,True
21,entropy,,20,1,0.02,True
22,gini,40.0,20,1,0.1,True
23,gini,40.0,10,4,0.02,False
24,entropy,20.0,10,8,0.05,True
25,entropy,60.0,2,8,0.02,True
26,gini,60.0,10,8,0.05,True
27,gini,,20,4,log2,True
28,gini,40.0,5,2,0.2,False
29,entropy,80.0,5,4,0.05,True
30,entropy,60.0,2,1,0.1,True
31,gini,60.0,20,1,log2,True
32,entropy,20.0,10,1,0.02,False
33,entropy,20.0,10,4,0.1,True
34,entropy,,2,1,0.02,True
35,entropy,60.0,20,1,0.2,True
36,gini,,10,1,log2,False
37,entropy,40.0,10,8,0.2,False
38,gini,80.0,20,4,0.2,False
39,gini,40.0,5,8,0.02,True
40,gini,60.0,5,4,0.2,False
41,entropy,,2,1,sqrt,True
42,entropy,60.0,10,2,0.1,False
43,entropy,80.0,10,4,log2,False
44,entropy,60.0,20,8,0.02,False
45,entropy,40.0,2,8,0.05,True
46,entropy,60.0,20,2,0.1,True
47,entropy,60.0,5,8,0.2,True
48,gini,,5,8,0.1,False
49,entropy,60.0,2,8,sqrt,True
50,entropy,80.0,5,1,0.02,False
51,gini,40.0,5,1,0.02,False
52,gini,20.0,20,8,sqrt,True
53,entropy,,20,2,log2,True
54,entropy,80.0,5,8,sqrt,True
55,gini,,5,4,log2,False
56,gini,40.0,2,1,0.1,False
57,entropy,40.0,20,2,0.1,True
58,gini,40.0,2,4,0.1,True
59,gini,80.0,2,8,0.2,False
60,gini,40.0,2,1,0.1,True
61,gini,80.0,10,4,0.2,True
62,gini,60.0,10,4,0.1,True
63,entropy,,2,1,0.1,True
64,entropy,,2,2,0.02,True
65,gini,60.0,5,2,sqrt,True
66,gini,,10,2,0.02,True
67,gini,40.0,5,4,sqrt,False
68,entropy,60.0,10,8,sqrt,True
69,gini,20.0,2,4,sqrt,True
70,gini,40.0,5,8,0.02,False
71,gini,,2,1,sqrt,True
72,entropy,20.0,5,1,0.02,True
73,gini,,5,4,sqrt,True
74,entropy,,2,1,sqrt,False
75,entropy,40.0,5,1,0.1,False
76,entropy,80.0,5,2,0.02,False
77,gini,80.0,20,2,0.02,False
78,gini,20.0,20,8,0.02,False
79,entropy,20.0,20,1,0.1,True
80,gini,20.0,10,1,log2,False
81,gini,80.0,2,2,sqrt,False
82,gini,,2,1,sqrt,False
83,entropy,40.0,2,2,0.02,True
84,entropy,40.0,5,4,0.02,False
85,gini,40.0,20,1,log2,True
86,gini,40.0,10,2,log2,False
87,entropy,60.0,20,4,0.05,True
88,entropy,80.0,2,2,sqrt,False
89,entropy,20.0,10,1,sqrt,True
90,gini,20.0,5,8,0.02,True
91,gini,60.0,10,4,0.2,True
92,gini,80.0,2,8,0.05,True
93,entropy,,10,1,0.02,False
94,gini,,2,8,0.1,True
95,entropy,80.0,20,2,0.05,False
96,entropy,,20,2,log2,False
97,gini,,2,8,0.05,True
98,entropy,,2,8,0.2,False
99,entropy,20.0,10,2,0.1,False
100,entropy,60.0,20,1,sqrt,True
