candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,40.0,20,4,0.2,True
2,gini,80.0,5,2,0.2,True
3,gini,,10,1,sqrt,True
4,gini,80.0,5,2,log2,False
5,gini,,5,1,0.2,False
6,gini,,10,8,0.02,False
7,entropy,20.0,5,4,sqrt,True
8,gini,60.0,2,2,0.1,True
9,gini,80.0,20,4,sqrt,True
10,gini,20.0,2,2,0.02,False
11,entropy,60.0,5,2,0.02,False
12,gini,20.0,2,4,0.2,True
13,gini,20.0,10,4,log2,True
14,gini,60.0,2,1,0.02,True
15,entropy,,10,8,sqrt,False
16,entropy,20.0,2,8,sqrt,True
17,entropy,20.0,10,8,sqrt,False
18,entropy,40.0,20,8,0.02,False
19,gini,,20,2,0.1,True
20,gini,20.0,20,2,0.02,True
21,entropy,80.0,20,8,0.2,False
22,entropy,80.0,20,1,0.1,False
23,entropy,,5,1,0.02,False
24,entropy,,5,1,0.05,True
25,entropy,80.0,10,8,0.2,True
26,gini,,10,1,sqrt,False
27,entropy,80.0,20,8,0.05,False
28,gini,40.0,10,8,0.05,False
29,gini,60.0,10,8,sqrt,False
30,entropy,60.0,10,2,0.2,True
31,entropy,60.0,5,4,log2,False
32,entropy,,2,2,sqrt,True
33,gini,40.0,2,2,0.2,False
34,gini,20.0,10,2,0.02,True
35,entropy,60.0,2,2,0.2,True
36,entropy,80.0,2,1,sqrt,False
37,entropy,20.0,20,8,sqrt,False
38,entropy,40.0,2,1,0.02,True
39,entropy,60.0,20,8,0.05,False
40,gini,60.0,10,1,0.1,False
41,gini,80.0,10,4,sqrt,True
42,entropy,20.0,20,2,0.05,True
43,gini,80.0,20,2,0.02,True
44,entropy,20.0,5,4,log2,True
45,gini,,2,2,0.1,True
46,gini,20.0,2,4,0.2,False
47,entropy,20.0,2,1,log2,False
48,gini,20.0,2,1,0.02,False
49,entropy,20.0,5,1,log2,True
50,entropy,40.0,20,1,log2,False
51,gini,20.0,10,2,log2,False
52,gini,60.0,2,8,0.1,False
53,gini,60.0,5,8,0.1,True
54,entropy,60.0,5,2,log2,True
55,gini,40.0,5,2,0.05,False
56,gini,80.0,20,8,0.02,False
57,entropy,60.0,10,4,0.02,True
58,entropy,80.0,5,8,0.02,False
59,entropy,80.0,10,1,0.05,True
60,entropy,40.0,2,8,0.05,False
61,gini,20.0,20,8,0.2,True
62,entropy,20.0,20,4,0.02,True
63,gini,,20,1,log2,True
64,entropy,80.0,10,2,log2,True
65,gini,40.0,5,2,log2,True
66,entropy,,5,2,0.1,False
67,entropy,80.0,2,1,0.05,False
68,entropy,60.0,20,2,0.1,True
69,entropy,60.0,10,1,0.2,True
70,entropy,80.0,5,1,sqrt,False
71,entropy,80.0,2,2,0.02,False
72,entropy,40.0,2,4,0.05,False
73,gini,60.0,5,1,0.2,False
74,gini,,10,8,0.05,False
75,entropy,40.0,20,2,sqrt,False
76,entropy,,2,8,0.02,True
77,gini,20.0,10,2,0.05,True
78,gini,20.0,20,4,0.02,False
79,entropy,80.0,20,8,sqrt,False
80,entropy,40.0,5,4,0.1,True
81,gini,,10,4,0.02,True
82,entropy,40.0,5,8,0.02,True
83,gini,20.0,10,8,0.02,False
84,gini,20.0,20,1,log2,False
85,gini,20.0,10,1,sqrt,False
86,gini,20.0,20,4,log2,True
87,entropy,60.0,2,4,0.2,True
88,gini,,5,4,0.05,False
89,entropy,80.0,10,1,0.2,True
90,entropy,,2,2,0.1,True
91,gini,40.0,2,4,0.02,True
92,gini,,5,2,log2,False
93,gini,40.0,10,4,log2,False
94,gini,60.0,5,4,log2,True
95,entropy,40.0,10,1,0.2,False
96,entropy,40.0,10,4,log2,False
97,gini,60.0,10,4,0.1,True
98,gini,,2,4,log2,False
99,gini,,5,2,0.02,True
100,gini,80.0,5,8,0.05,True
