candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,40.0,2,2,0.05,True
2,entropy,,10,1,0.02,False
3,entropy,80.0,20,1,0.05,True
4,gini,20.0,2,1,0.05,False
5,entropy,40.0,5,8,sqrt,False
6,entropy,20.0,10,2,sqrt,True
7,entropy,,2,8,0.1,True
8,entropy,40.0,20,2,0.05,True
9,entropy,,2,8,sqrt,False
10,entropy,40.0,10,8,0.2,True
11,gini,80.0,2,1,0.05,True
12,entropy,40.0,10,2,0.2,True
13,entropy,80.0,10,1,0.2,False
14,gini,60.0,5,1,0.05,True
15,entropy,40.0,2,8,0.1,True
16,gini,60.0,20,2,sqrt,False
17,entropy,40.0,10,1,0.1,False
18,entropy,80.0,5,2,0.1,True
19,entropy,80.0,20,2,0.02,False
20,entropy,20.0,20,1,0.2,True
21,gini,,20,2,0.05,False
22,gini,20.0,5,4,0.02,True
23,entropy,60.0,2,2,0.2,True
24,entropy,80.0,20,1,0.02,True
25,entropy,40.0,5,2,0.05,False
26,entropy,,5,2,0.1,True
27,entropy,60.0,5,4,0.05,True
28,gini,80.0,2,1,0.2,True
29,gini,80.0,5,8,0.2,False
30,entropy,80.0,20,4,0.02,False
31,gini,60.0,5,2,0.1,False
32,gini,80.0,20,8,0.05,False
33,entropy,60.0,10,1,0.1,False
34,gini,,5,4,0.2,True
35,entropy,20.0,20,2,0.02,True
36,entropy,40.0,20,4,0.02,False
37,gini,80.0,2,4,0.1,False
38,entropy,,5,2,0.2,True
39,entropy,80.0,10,1,0.05,True
40,entropy,80.0,2,1,0.05,True
41,entropy,40.0,2,4,0.02,True
42,gini,,5,2,0.02,False
43,gini,,5,2,0.02,True
44,gini,80.0,2,8,0.1,False
45,gini,,20,4,0.2,True
46,gini,40.0,20,2,sqrt,False
47,entropy,20.0,2,4,log2,True
48,gini,40.0,5,2,log2,True
49,entropy,,10,1,log2,True
50,gini,40.0,10,2,0.02,False
51,gini,,2,2,0.05,True
52,gini,,10,2,sqrt,True
53,gini,60.0,2,1,sqrt,False
54,entropy,40.0,2,4,sqrt,True
55,gini,60.0,20,4,log2,True
56,entropy,80.0,5,2,0.02,False
57,gini,40.0,20,4,0.1,False
58,gini,60.0,2,8,0.02,False
59,gini,,20,8,0.02,False
60,entropy,20.0,2,1,0.02,False
61,entropy,20.0,20,8,0.2,False
62,gini,40.0,2,1,0.05,True
63,gini,80.0,20,2,0.1,True
64,entropy,,20,4,0.05,False
65,entropy,40.0,10,8,log2,True
66,entropy,60.0,5,2,log2,False
67,entropy,,5,1,0.02,False
68,entropy,,20,1,0.05,False
69,entropy,60.0,2,2,0.02,False
70,gini,80.0,10,4,sqrt,True
71,gini,,5,4,log2,False
72,gini,,2,1,0.2,False
73,entropy,20.0,5,1,log2,False
74,gini,80.0,5,2,sqrt,False
75,entropy,,20,1,0.2,True
76,gini,80.0,20,4,log2,True
77,gini,60.0,5,2,0.1,True
78,gini,20.0,10,4,0.1,False
79,gini,60.0,5,1,0.2,True
80,entropy,60.0,10,4,0.02,True
81,gini,80.0,10,4,0.2,False
82,gini,20.0,5,1,log2,True
83,gini,20.0,5,8,0.05,False
84,entropy,40.0,20,1,0.1,True
85,entropy,20.0,2,8,0.2,False
86,entropy,20.0,10,8,log2,False
87,entropy,80.0,2,8,sqrt,True
88,entropy,20.0,2,1,0.02,True
89,gini,40.0,2,1,0.1,True
90,entropy,40.0,2,4,0.2,False
91,gini,,2,8,0.2,True
92,entropy,20.0,5,4,0.2,True
93,gini,,20,8,0.1,True
94,entropy,20.0,20,4,0.2,True
95,entropy,40.0,5,4,0.05,False
96,gini,40.0,20,2,0.05,False
97,entropy,20.0,2,1,0.2,True
98,entropy,80.0,5,4,0.02,True
99,entropy,40.0,20,1,sqrt,False
100,gini,20.0,10,1,0.2,True
