candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,80.0,5,4,log2,False
2,gini,20.0,5,1,0.1,False
3,entropy,,20,2,0.1,True
4,gini,,2,8,0.02,False
5,entropy,,5,8,log2,False
6,entropy,20.0,10,8,sqrt,False
7,entropy,80.0,2,2,sqrt,True
8,gini,,2,1,0.02,False
9,entropy,40.0,5,1,sqrt,False
10,entropy,40.0,10,4,sqrt,False
11,gini,,20,4,0.02,False
12,entropy,20.0,2,4,log2,True
13,entropy,60.0,5,8,0.2,False
14,gini,20.0,2,1,0.05,False
15,entropy,80.0,10,2,0.05,True
16,entropy,40.0,5,4,0.2,True
17,entropy,40.0,20,1,0.1,True
18,gini,40.0,20,8,0.2,True
19,entropy,,5,2,log2,False
20,entropy,20.0,5,8,sqrt,True
21,entropy,20.0,20,4,0.1,True
22,gini,,20,2,0.02,False
23,gini,40.0,2,4,log2,False
24,entropy,20.0,5,4,0.1,True
25,gini,60.0,20,8,0.2,True
26,entropy,80.0,20,8,0.1,False
27,gini,40.0,20,1,0.02,False
28,entropy,,10,8,0.2,False
29,gini,80.0,2,2,0.02,False
30,entropy,,5,8,0.2,True
31,entropy,80.0,2,2,0.2,True
32,entropy,40.0,2,2,0.02,False
33,gini,40.0,2,2,sqrt,True
34,entropy,,10,2,0.05,False
35,gini,20.0,2,4,0.2,True
36,entropy,20.0,5,4,0.1,False
37,entropy,60.0,10,8,0.2,True
38,gini,60.0,10,1,0.05,True
39,entropy,80.0,20,1,log2,True
40,entropy,80.0,5,1,log2,False
41,entropy,60.0,2,4,log2,False
42,gini,,5,2,sqrt,True
43,gini,,20,2,0.05,True
44,gini,20.0,5,1,0.2,True
45,gini,20.0,2,8,0.2,False
46,gini,,10,1,0.05,True
47,gini,80.0,5,4,0.02,False
48,entropy,,10,8,0.1,False
49,entropy,,5,1,sqrt,True
50,entropy,,10,1,sqrt,False
51,entropy,40.0,5,4,sqrt,False
52,entropy,60.0,2,4,0.1,True
53,gini,40.0,10,1,0.2,False
54,entropy,60.0,5,8,sqrt,True
55,entropy,40.0,2,1,0.05,False
56,entropy,,20,8,0.2,False
57,gini,20.0,2,8,0.05,False
58,entropy,60.0,10,4,log2,False
59,entropy,20.0,5,8,0.05,False
60,entropy,,20,8,sqrt,False
61,gini,40.0,5,8,0.1,True
62,entropy,60.0,10,2,0.02,False
63,gini,20.0,20,2,0.05,True
64,entropy,40.0,2,4,sqrt,False
65,gini,60.0,5,1,log2,True
66,gini,,10,1,0.2,True
67,entropy,60.0,20,1,0.05,True
68,gini,60.0,10,4,0.05,False
69,gini,60.0,5,8,0.02,False
70,entropy,60.0,5,1,log2,False
71,gini,60.0,20,4,0.02,False
72,gini,80.0,5,1,0.02,False
73,entropy,40.0,10,1,sqrt,True
74,entropy,40.0,2,8,sqrt,False
75,gini,60.0,5,4,0.02,False
76,gini,60.0,20,1,0.1,True
77,entropy,40.0,2,4,0.02,False
78,entropy,80.0,10,2,sqrt,False
79,entropy,40.0,20,1,0.2,False
80,gini,,2,2,sqrt,True
81,gini,,2,1,sqrt,True
82,entropy,20.0,5,2,sqrt,True
83,gini,40.0,20,4,sqrt,True
84,entropy,,5,1,0.1,False
85,entropy,,10,2,0.1,False
86,entropy,60.0,5,4,log2,True
87,gini,60.0,10,1,sqrt,True
88,gini,60.0,2,8,0.02,False
89,gini,80.0,2,1,0.1,False
90,entropy,20.0,5,4,log2,False
91,gini,,10,2,log2,False
92,entropy,,5,1,sqrt,False
93,entropy,20.0,20,8,0.2,False
94,entropy,20.0,5,1,log2,False
95,gini,40.0,5,2,0.1,True
96,entropy,,2,4,0.2,False
97,entropy,20.0,10,1,sqrt,True
98,gini,,5,1,sqrt,False
99,entropy,20.0,10,1,0.1,True
100,gini,,5,4,0.1,False
