candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,,20,1,sqrt,False
2,gini,60.0,20,4,0.1,False
3,gini,,2,2,log2,True
4,entropy,20.0,20,4,0.2,False
5,gini,60.0,20,4,0.2,True
6,gini,40.0,20,8,0.02,True
7,gini,20.0,2,4,sqrt,True
8,gini,80.0,2,2,log2,False
9,gini,,10,4,0.2,True
10,entropy,40.0,10,2,0.1,True
11,entropy,20.0,10,8,0.05,False
12,gini,20.0,10,1,0.02,True
13,gini,20.0,2,1,0.02,True
14,gini,40.0,20,8,0.2,False
15,gini,60.0,5,8,0.05,True
16,entropy,40.0,10,8,sqrt,True
17,entropy,60.0,20,4,0.02,True
18,entropy,,2,8,0.1,True
19,gini,,2,8,0.1,False
20,entropy,60.0,20,8,log2,False
21,entropy,20.0,20,4,0.1,True
22,entropy,40.0,5,4,0.2,False
23,gini,80.0,10,2,log2,True
24,gini,20.0,10,4,log2,True
25,gini,60.0,2,8,0.2,True
26,entropy,,10,8,0.05,False
27,gini,,10,1,0.05,False
28,gini,40.0,10,1,log2,True
29,entropy,80.0,2,8,0.1,False
30,gini,40.0,20,4,log2,True
31,gini,,20,2,0.05,False
32,entropy,80.0,2,1,0.1,False
33,entropy,80.0,2,2,0.1,True
34,gini,80.0,10,2,0.02,False
35,gini,20.0,2,2,0.02,False
36,gini,40.0,5,4,0.02,False
37,entropy,,20,1,log2,True
38,entropy,80.0,20,4,0.2,False
39,entropy,60.0,20,1,0.02,True
40,gini,40.0,10,2,sqrt,True
41,gini,20.0,10,4,0.05,True
42,entropy,,20,4,0.2,False
43,gini,60.0,5,8,sqrt,True
44,gini,80.0,20,2,0.2,True
45,entropy,40.0,5,1,0.05,True
46,gini,40.0,10,4,sqrt,False
47,entropy,80.0,2,2,0.02,False
48,entropy,,20,8,log2,False
49,gini,60.0,10,1,0.02,True
50,gini,80.0,2,8,0.1,True
51,gini,,5,2,0.1,True
52,entropy,60.0,2,2,0.02,True
53,gini,,2,4,0.1,True
54,entropy,80.0,10,2,0.02,True
55,gini,40.0,20,2,0.02,False
56,gini,20.0,10,2,0.2,True
57,gini,60.0,2,4,sqrt,False
58,gini,60.0,10,2,sqrt,False
59,gini,20.0,20,4,log2,True
60,gini,60.0,20,8,0.2,False
61,entropy,,5,4,0.02,False
62,gini,,10,8,0.2,True
63,gini,60.0,10,4,0.1,True
64,gini,20.0,10,4,0.02,False
65,gini,40.0,10,2,log2,True
66,entropy,40.0,10,4,0.05,True
67,entropy,,10,1,0.2,False
68,entropy,,20,8,0.1,False
69,entropy,80.0,5,8,0.1,True
70,entropy,60.0,10,8,0.2,False
71,entropy,60.0,5,2,log2,True
72,entropy,60.0,5,8,0.02,True
73,gini,60.0,10,2,0.02,True
74,entropy,60.0,5,1,log2,False
75,gini,40.0,2,4,0.1,False
76,gini,60.0,5,1,0.02,False
77,entropy,20.0,2,1,sqrt,False
78,entropy,80.0,20,2,0.2,True
79,gini,60.0,5,8,0.1,False
80,entropy,60.0,10,4,log2,False
81,gini,20.0,20,1,log2,True
82,entropy,60.0,10,4,0.05,True
83,gini,40.0,2,2,sqrt,True
84,entropy,60.0,20,4,log2,True
85,gini,,10,1,0.05,True
86,gini,,20,8,0.02,True
87,gini,60.0,2,2,0.02,True
88,gini,20.0,20,8,0.1,False
89,entropy,60.0,5,4,0.1,True
90,gini,,2,1,0.2,False
91,entropy,80.0,5,4,0.02,True
92,entropy,60.0,5,8,log2,False
93,gini,,20,1,0.05,False
94,entropy,20.0,2,4,sqrt,False
95,gini,60.0,20,2,0.1,False
96,entropy,20.0,5,4,0.05,False
97,gini,20.0,5,4,0.05,False
98,entropy,20.0,20,8,log2,True
99,entropy,,5,8,0.02,False
100,entropy,,2,1,log2,True
