candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,40.0,5,2,0.2,False
2,gini,60.0,5,4,log2,False
3,gini,80.0,20,1,0.05,True
4,entropy,20.0,5,1,0.2,False
5,entropy,80.0,2,4,0.1,False
6,gini,,5,2,log2,False
7,gini,80.0,20,2,0.02,False
8,entropy,,5,2,sqrt,False
9,entropy,60.0,5,2,0.1,True
10,entropy,,5,4,log2,True
11,gini,60.0,2,2,0.2,True
12,gini,80.0,10,8,0.02,True
13,entropy,,2,1,sqrt,True
14,entropy,60.0,5,4,0.2,False
15,gini,20.0,5,4,sqrt,True
16,entropy,,2,8,0.2,False
17,entropy,,20,1,sqrt,True
18,gini,20.0,20,8,0.02,False
19,gini,,10,1,log2,False
20,entropy,,10,4,0.1,True
21,entropy,,20,8,0.1,True
22,gini,40.0,2,4,0.1,True
23,entropy,60.0,5,2,0.05,True
24,entropy,,10,1,0.2,False
25,gini,,5,2,0.2,True
26,entropy,,2,1,0.02,False
27,gini,80.0,2,8,0.1,False
28,entropy,40.0,10,8,0.05,False
29,entropy,80.0,10,4,0.02,False
30,gini,20.0,2,1,0.02,True
31,gini,60.0,20,1,sqrt,True
32,entropy,,20,2,log2,True
33,gini,20.0,20,1,0.2,False
34,entropy,20.0,2,1,sqrt,False
35,entropy,60.0,2,1,sqrt,False
36,gini,40.0,5,4,sqrt,True
37,gini,40.0,10,8,sqrt,True
38,gini,40.0,5,2,0.02,True
39,entropy,20.0,10,1,0.02,False
40,gini,40.0,2,4,log2,True
41,entropy,60.0,10,1,log2,True
42,gini,40.0,20,2,0.1,False
43,entropy,40.0,2,8,0.2,True
44,gini,20.0,20,8,log2,True
45,gini,,20,8,0.2,False
46,gini,,5,4,0.1,False
47,gini,20.0,2,4,0.02,False
48,gini,40.0,10,2,0.05,True
49,gini,60.0,10,1,0.1,True
50,entropy,20.0,5,4,0.1,True
51,entropy,60.0,20,8,sqrt,True
52,gini,20.0,10,4,0.02,False
53,gini,,2,8,sqrt,False
54,gini,80.0,5,4,0.02,True
55,entropy,60.0,5,8,log2,True
56,entropy,20.0,20,2,sqrt,True
57,entropy,20.0,20,2,0.02,False
58,gini,,2,4,0.02,True
59,entropy,,20,2,sqrt,False
60,entropy,80.0,5,2,0.02,True
61,entropy,40.0,10,4,log2,False
62,entropy,80.0,20,2,0.02,False
63,gini,,2,2,0.05,False
64,entropy,40.0,10,1,0.1,True
65,gini,20.0,2,2,log2,False
66,gini,40.0,20,2,0.1,True
67,entropy,60.0,10,2,log2,False
68,gini,20.0,20,2,0.2,True
69,entropy,20.0,2,1,0.2,False
70,gini,60.0,20,1,log2,True
71,entropy,20.0,20,1,0.05,True
72,entropy,20.0,2,4,0.1,True
73,gini,20.0,10,4,log2,False
74,gini,40.0,5,8,0.1,True
75,gini,80.0,5,8,0.02,True
76,gini,60.0,10,8,0.1,False
77,gini,,10,4,0.05,True
78,gini,80.0,5,2,0.2,False
79,entropy,80.0,2,1,log2,False
80,entropy,60.0,5,4,log2,True
81,gini,,2,4,0.2,False
82,gini,40.0,10,1,0.02,True
83,gini,20.0,10,1,0.1,False
84,entropy,20.0,5,4,sqrt,False
85,entropy,60.0,10,4,0.1,True
86,entropy,80.0,20,2,sqrt,False
87,gini,20.0,20,8,0.1,True
88,entropy,20.0,5,8,log2,False
89,gini,,10,2,0.02,False
90,entropy,60.0,10,8,0.1,True
91,entropy,40.0,5,2,0.2,True
92,entropy,20.0,10,4,log2,False
93,entropy,20.0,20,2,sqrt,False
94,gini,80.0,20,8,log2,False
95,entropy,20.0,20,1,0.05,False
96,entropy,60.0,5,4,0.1,True
97,entropy,20.0,20,4,0.05,False
98,entropy,20.0,2,4,0.2,False
99,gini,80.0,10,2,sqrt,False
100,entropy,60.0,10,2,0.05,True
