candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,40.0,20,1,0.02,True
2,entropy,60.0,20,4,0.2,True
3,gini,40.0,10,2,log2,False
4,entropy,40.0,10,8,0.05,True
5,gini,80.0,10,8,0.02,False
6,gini,40.0,5,8,sqrt,True
7,entropy,40.0,2,8,0.1,False
8,gini,80.0,2,4,0.02,True
9,entropy,80.0,2,4,log2,False
10,entropy,40.0,10,8,0.1,False
11,entropy,60.0,10,4,0.02,False
12,gini,60.0,20,2,sqrt,False
13,gini,80.0,2,2,0.02,True
14,entropy,60.0,5,2,0.2,True
15,entropy,,10,8,sqrt,True
16,gini,60.0,2,1,0.02,True
17,gini,40.0,2,2,0.05,False
18,entropy,60.0,10,8,log2,False
19,gini,60.0,2,2,0.1,True
20,gini,60.0,20,1,0.1,True
21,entropy,60.0,20,1,0.02,True
22,entropy,20.0,5,1,0.1,False
23,entropy,80.0,5,2,sqrt,True
24,gini,80.0,5,1,log2,True
25,entropy,80.0,5,2,0.1,False
26,gini,,2,2,log2,False
27,gini,80.0,10,2,0.2,False
28,gini,80.0,2,4,0.05,False
29,gini,40.0,20,8,sqrt,False
30,gini,,5,2,sqrt,False
31,entropy,,5,4,log2,True
32,entropy,20.0,5,4,0.05,True
33,entropy,60.0,2,2,0.2,False
34,gini,,10,4,0.05,False
35,entropy,,10,8,log2,True
36,entropy,20.0,10,8,0.02,True
37,entropy,,10,4,log2,True
38,entropy,60.0,10,1,0.02,True
39,entropy,40.0,10,2,sqrt,False
40,entropy,80.0,2,2,0.1,False
41,entropy,80.0,2,2,log2,True
42,entropy,,5,2,0.2,True
43,gini,40.0,10,2,0.02,False
44,gini,80.0,20,1,0.1,False
45,gini,60.0,10,4,0.02,True
46,entropy,20.0,20,4,0.1,False
47,entropy,60.0,5,1,0.2,True
48,gini,40.0,20,1,0.05,False
49,gini,20.0,20,8,log2,True
50,gini,40.0,20,2,sqrt,False
51,entropy,60.0,2,8,0.1,False
52,entropy,80.0,20,8,sqrt,False
53,entropy,60.0,20,4,0.02,True
54,gini,60.0,10,8,0.05,False
55,entropy,60.0,10,4,log2,True
56,gini,,20,2,0.02,False
57,gini,80.0,10,4,0.02,True
58,entropy,40.0,10,8,0.05,False
59,entropy,,10,2,0.1,False
60,entropy,60.0,20,8,0.02,True
61,entropy,80.0,10,4,sqrt,False
62,gini,40.0,20,4,0.1,False
63,gini,80.0,10,4,0.05,True
64,entropy,20.0,2,4,0.1,False
65,entropy,40.0,20,4,0.1,False
66,entropy,20.0,10,8,0.02,False
67,entropy,20.0,20,4,0.05,True
68,entropy,40.0,10,2,sqrt,True
69,gini,60.0,5,4,0.05,False
70,entropy,60.0,10,1,0.2,True
71,gini,60.0,10,8,log2,False
72,gini,20.0,5,8,0.02,False
73,entropy,80.0,10,8,0.02,True
74,gini,,20,8,sqrt,True
75,entropy,80.0,10,2,0.05,True
76,gini,80.0,5,2,0.1,True
77,gini,40.0,2,2,sqrt,False
78,entropy,20.0,2,4,log2,True
79,entropy,20.0,20,1,0.1,False
80,entropy,,10,4,0.02,False
81,gini,,20,8,sqrt,False
82,gini,20.0,2,2,0.05,True
83,entropy,80.0,10,4,sqrt,True
84,entropy,80.0,10,1,0.05,True
85,gini,40.0,10,8,sqrt,True
86,gini,60.0,2,1,sqrt,False
87,entropy,80.0,20,2,0.2,False
88,entropy,80.0,2,1,0.02,False
89,gini,40.0,10,1,0.1,True
90,gini,80.0,2,2,0.1,False
91,entropy,,20,8,0.05,True
92,gini,20.0,20,2,sqrt,True
93,gini,40.0,10,4,log2,True
94,gini,20.0,2,8,0.05,False
95,entropy,80.0,10,1,0.1,True
96,entropy,,10,1,0.05,False
97,entropy,,2,2,log2,False
98,entropy,40.0,10,8,0.02,False
99,entropy,40.0,20,8,0.05,False
100,entropy,,2,8,log2,True
