candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,40.0,5,8,0.1,True
2,gini,80.0,5,8,sqrt,False
3,gini,80.0,10,4,0.2,False
4,gini,,20,8,log2,True
5,entropy,,2,2,0.05,True
6,gini,,2,8,0.2,True
7,entropy,60.0,10,4,sqrt,True
8,gini,40.0,5,8,sqrt,True
9,gini,60.0,5,2,0.05,True
10,gini,80.0,5,2,log2,True
11,entropy,40.0,5,4,log2,True
12,entropy,,2,2,0.1,True
13,entropy,20.0,10,4,0.02,False
14,gini,80.0,2,8,log2,True
15,entropy,40.0,10,1,0.02,True
16,gini,,2,2,0.1,False
17,gini,,2,2,log2,False
18,gini,40.0,2,8,0.1,True
19,gini,80.0,5,2,0.2,False
20,entropy,60.0,2,4,log2,True
21,entropy,60.0,10,4,0.1,False
22,gini,80.0,10,4,log2,False
23,gini,20.0,10,4,0.1,True
24,gini,40.0,10,2,0.02,True
25,entropy,20.0,2,4,0.2,True
26,entropy,80.0,10,2,0.1,True
27,entropy,40.0,10,2,sqrt,True
28,gini,80.0,2,8,0.02,False
29,entropy,60.0,2,8,0.1,False
30,gini,,2,8,0.02,False
31,entropy,60.0,10,2,0.2,True
32,entropy,60.0,10,2,0.2,False
33,gini,40.0,20,2,0.1,False
34,gini,20.0,2,8,sqrt,True
35,gini,80.0,10,2,0.1,True
36,entropy,40.0,5,2,0.2,True
37,gini,60.0,5,8,0.2,True
38,entropy,,5,2,0.1,True
39,gini,,20,4,sqrt,False
40,gini,20.0,10,1,0.1,True
41,entropy,60.0,2,1,log2,True
42,entropy,20.0,2,1,log2,False
43,entropy,,10,8,0.05,False
44,entropy,80.0,10,8,0.1,False
45,entropy,60.0,2,1,0.1,False
46,entropy,20.0,2,1,0.02,False
47,entropy,,20,8,0.02,False
48,gini,,20,2,log2,False
49,gini,80.0,5,4,0.05,False
50,gini,40.0,10,1,log2,False
51,gini,60.0,2,8,0.1,False
52,gini,80.0,20,2,log2,True
53,gini,20.0,20,8,0.2,False
54,gini,20.0,2,2,0.02,True
55,entropy,60.0,5,4,0.2,False
56,entropy,,10,2,0.2,True
57,gini,,2,1,0.02,True
58,entropy,80.0,2,4,log2,True
59,gini,80.0,2,2,0.02,True
60,gini,80.0,20,1,log2,True
61,gini,80.0,20,1,0.05,True
62,entropy,,20,2,0.2,True
63,entropy,20.0,10,8,0.05,False
64,gini,40.0,5,2,0.2,True
65,gini,40.0,5,4,sqrt,True
66,entropy,60.0,10,8,sqrt,False
67,gini,80.0,2,4,0.02,True
68,entropy,60.0,20,2,0.02,True
69,entropy,,10,2,0.05,True
70,entropy,80.0,10,2,0.02,False
71,entropy,40.0,10,1,log2,False
72,entropy,20.0,20,2,0.2,True
73,gini,80.0,2,4,0.1,True
74,gini,80.0,10,1,0.1,True
75,gini,20.0,2,8,0.02,False
76,gini,,20,1,sqrt,False
77,gini,60.0,10,4,0.05,False
78,entropy,20.0,20,8,log2,True
79,gini,40.0,2,1,0.02,False
80,gini,80.0,2,8,sqrt,True
81,entropy,20.0,5,4,log2,True
82,entropy,60.0,2,2,sqrt,True
83,entropy,40.0,5,2,log2,True
84,entropy,,5,2,0.02,False
85,gini,60.0,10,1,0.1,False
86,entropy,60.0,20,1,0.02,True
87,gini,20.0,20,4,0.02,True
88,entropy,,5,8,0.1,False
89,entropy,40.0,2,4,0.02,False
90,gini,40.0,10,2,log2,True
91,entropy,40.0,5,8,0.02,False
92,gini,60.0,5,8,0.02,False
93,gini,,2,8,0.05,True
94,gini,40.0,20,2,sqrt,False
95,entropy,40.0,10,4,log2,False
96,gini,60.0,20,4,0.2,True
97,entropy,60.0,5,1,0.1,False
98,gini,40.0,20,4,0.2,False
99,entropy,20.0,2,4,log2,True
100,entropy,80.0,5,2,0.02,True
