candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,,10,4,0.02,True
2,entropy,,10,4,0.05,False
3,gini,20.0,20,2,sqrt,False
4,entropy,80.0,5,1,0.02,False
5,gini,20.0,20,4,0.02,False
6,entropy,20.0,20,1,sqrt,False
7,entropy,40.0,5,2,sqrt,True
8,entropy,60.0,20,4,0.05,True
9,entropy,80.0,10,1,log2,True
10,gini,60.0,20,2,sqrt,False
11,gini,,2,1,0.1,False
12,gini,40.0,5,2,sqrt,True
13,entropy,,5,4,sqrt,False
14,gini,60.0,10,4,0.05,True
15,gini,40.0,5,4,0.02,False
16,entropy,,2,8,0.05,False
17,gini,80.0,5,4,0.1,False
18,gini,80.0,20,8,0.2,False
19,gini,80.0,2,4,sqrt,True
20,gini,60.0,2,2,sqrt,True
21,gini,,2,2,0.05,False
22,gini,60.0,20,2,0.05,False
23,entropy,40.0,5,4,0.02,False
24,gini,,2,1,0.02,True
25,entropy,60.0,2,4,0.1,True
26,gini,80.0,5,4,0.2,True
27,gini,60.0,20,1,log2,False
28,gini,40.0,5,2,log2,False
29,entropy,20.0,20,8,sqrt,False
30,entropy,40.0,5,8,0.1,True
31,entropy,60.0,10,2,0.2,False
32,gini,20.0,10,2,0.2,False
33,entropy,40.0,20,1,0.1,True
34,gini,40.0,5,1,log2,False
35,entropy,80.0,5,1,sqrt,False
36,gini,80.0,10,2,log2,False
37,gini,40.0,10,4,0.2,False
38,entropy,80.0,2,1,0.2,True
39,entropy,,2,2,0.1,True
40,gini,20.0,2,4,sqrt,False
41,entropy,,5,4,0.1,True
42,entropy,20.0,5,8,0.1,True
43,gini,20.0,20,1,0.2,True
44,entropy,,10,8,0.2,False
45,entropy,40.0,10,2,0.1,False
46,gini,60.0,10,8,0.2,False
47,entropy,80.0,20,1,sqrt,False
48,entropy,20.0,20,8,log2,True
49,gini,20.0,2,4,0.2,False
50,entropy,20.0,10,2,0.05,False
51,entropy,,20,2,0.02,False
52,entropy,40.0,10,2,0.02,False
53,gini,80.0,5,2,0.02,True
54,gini,20.0,2,1,sqrt,True
55,entropy,40.0,10,8,0.2,False
56,gini,40.0,10,2,0.02,True
57,entropy,80.0,20,1,0.2,True
58,gini,80.0,2,1,0.1,False
59,entropy,40.0,2,2,log2,True
60,entropy,40.0,5,1,sqrt,True
61,gini,40.0,10,8,0.05,False
62,gini,60.0,20,4,log2,False
63,entropy,80.0,20,4,0.05,False
64,entropy,,10,1,0.02,True
65,gini,40.0,10,8,sqrt,True
66,gini,80.0,20,2,0.1,True
67,entropy,80.0,20,2,0.02,False
68,gini,40.0,10,2,0.1,False
69,gini,20.0,20,2,0.05,False
70,gini,60.0,5,2,log2,True
71,gini,80.0,20,4,0.02,True
72,gini,60.0,5,2,sqrt,True
73,entropy,,20,1,0.2,True
74,gini,80.0,2,1,0.1,True
75,gini,,20,4,0.1,True
76,gini,60.0,20,8,sqrt,True
77,gini,60.0,5,4,sqrt,True
78,gini,80.0,2,1,0.02,True
79,entropy,20.0,10,8,0.02,False
80,gini,,10,1,log2,False
81,gini,20.0,20,8,log2,False
82,entropy,,5,2,0.02,False
83,gini,40.0,5,4,0.2,False
84,gini,20.0,10,8,0.05,False
85,entropy,60.0,20,4,0.02,False
86,gini,40.0,10,2,0.05,True
87,entropy,20.0,10,2,log2,False
88,entropy,20.0,20,1,0.2,False
89,gini,20.0,2,8,0.05,True
90,entropy,80.0,2,8,0.05,True
91,gini,,2,1,sqrt,True
92,entropy,40.0,2,4,0.05,False
93,entropy,,5,2,log2,True
94,entropy,40.0,10,4,0.2,False
95,entropy,80.0,20,8,sqrt,False
96,gini,40.0,2,2,0.02,True
97,gini,80.0,2,1,0.2,True
98,entropy,80.0,2,2,0.2,False
99,entropy,20.0,10,8,0.05,False
100,gini,80.0,2,2,0.05,True
