candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,60.0,10,1,log2,True
2,entropy,80.0,10,8,0.1,True
3,gini,40.0,2,1,log2,False
4,gini,80.0,5,4,0.1,True
5,gini,40.0,10,8,sqrt,True
6,entropy,40.0,2,1,sqrt,True
7,entropy,40.0,5,4,0.2,True
8,gini,20.0,5,2,sqrt,True
9,entropy,40.0,5,1,0.1,False
10,entropy,80.0,10,2,0.02,True
11,entropy,20.0,20,4,0.1,True
12,gini,,20,1,log2,False
13,gini,20.0,5,2,0.05,False
14,gini,40.0,20,2,sqrt,False
15,entropy,40.0,2,8,0.02,True
16,gini,20.0,2,4,0.05,True
17,gini,60.0,2,1,0.2,False
18,gini,60.0,20,2,0.05,False
19,entropy,60.0,10,8,sqrt,False
20,entropy,60.0,5,8,0.05,False
21,entropy,40.0,10,8,0.02,False
22,gini,60.0,5,1,0.2,False
23,gini,40.0,5,4,sqrt,True
24,gini,40.0,10,2,0.02,False
25,entropy,40.0,20,1,0.2,True
26,entropy,40.0,10,8,0.2,False
27,entropy,80.0,5,4,0.1,False
28,gini,,5,1,0.02,False
29,entropy,,5,8,0.02,True
30,entropy,40.0,20,8,0.2,True
31,gini,,5,1,sqrt,False
32,gini,80.0,10,4,0.1,True
33,gini,,20,8,0.2,True
34,gini,40.0,20,1,0.2,False
35,gini,20.0,2,8,sqrt,False
36,gini,40.0,5,2,0.2,False
37,gini,,5,8,log2,False
38,entropy,40.0,10,4,log2,True
39,gini,80.0,2,1,log2,False
40,gini,80.0,20,2,0.02,False
41,gini,40.0,10,8,0.02,True
42,entropy,60.0,10,1,0.1,False
43,entropy,,10,1,log2,False
44,gini,,20,2,0.1,True
45,gini,20.0,5,8,0.2,True
46,entropy,20.0,5,8,0.2,False
47,entropy,,20,2,0.2,True
48,entropy,80.0,10,1,0.02,True
49,gini,,2,4,0.2,True
50,entropy,40.0,20,8,log2,True
51,gini,40.0,2,2,log2,False
52,gini,20.0,5,2,0.05,True
53,entropy,20.0,2,4,0.1,False
54,gini,80.0,10,2,0.1,True
55,gini,,20,1,0.2,False
56,entropy,60.0,10,2,0.2,False
57,gini,80.0,5,4,0.2,False
58,entropy,80.0,20,1,0.2,True
59,gini,40.0,5,4,log2,True
60,entropy,,10,2,0.2,False
61,entropy,,10,1,0.1,True
62,entropy,60.0,5,2,sqrt,True
63,entropy,,10,1,0.02,True
64,gini,80.0,2,8,0.1,True
65,entropy,80.0,5,4,sqrt,True
66,gini,40.0,10,1,0.1,False
67,gini,40.0,5,1,0.05,True
68,entropy,60.0,2,8,0.05,True
69,gini,,20,8,0.2,False
70,gini,40.0,20,1,log2,True
71,gini,,10,1,0.1,True
72,entropy,80.0,2,4,log2,False
73,entropy,40.0,10,8,0.1,True
74,entropy,60.0,20,4,0.05,False
75,gini,60.0,5,2,0.05,True
76,entropy,20.0,20,4,log2,False
77,gini,20.0,2,8,sqrt,True
78,gini,20.0,5,1,log2,False
79,gini,80.0,20,4,0.02,False
80,entropy,80.0,2,2,0.2,True
81,gini,40.0,2,1,0.02,False
82,entropy,,5,1,0.2,False
83,entropy,80.0,2,8,sqrt,False
84,gini,20.0,10,2,log2,True
85,gini,60.0,2,8,0.05,True
86,entropy,60.0,20,1,sqrt,True
87,entropy,40.0,10,1,0.05,True
88,gini,20.0,10,2,0.02,True
89,gini,,2,4,0.02,True
90,gini,,10,2,0.1,True
91,entropy,,5,2,0.1,True
92,gini,80.0,20,8,log2,False
93,entropy,,10,4,0.05,True
94,entropy,,10,8,0.05,False
95,entropy,,5,4,0.02,True
96,gini,60.0,20,1,0.02,False
97,entropy,80.0,5,1,0.2,True
98,gini,,5,1,0.05,True
99,gini,60.0,20,8,sqrt,True
100,entropy,20.0,20,1,0.05,True
