candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,60.0,5,2,0.1,True
2,entropy,40.0,5,2,0.05,True
3,entropy,,10,4,0.02,True
4,gini,,2,8,0.02,False
5,entropy,80.0,5,8,log2,False
6,entropy,60.0,10,1,sqrt,True
7,gini,60.0,10,2,0.2,False
8,entropy,40.0,10,8,0.2,False
9,entropy,40.0,20,1,0.05,False
10,gini,80.0,2,4,log2,False
11,entropy,80.0,5,2,0.2,False
12,gini,,20,1,sqrt,False
13,entropy,60.0,10,4,0.05,False
14,entropy,80.0,5,4,sqrt,False
15,gini,20.0,20,2,sqrt,True
16,entropy,,5,1,0.02,True
17,entropy,60.0,5,4,0.02,False
18,entropy,60.0,5,1,0.02,False
19,entropy,80.0,2,1,log2,True
20,gini,80.0,20,2,0.1,False
21,gini,80.0,10,4,log2,True
22,entropy,60.0,2,1,sqrt,False
23,gini,80.0,5,4,log2,True
24,entropy,40.0,20,4,log2,False
25,gini,40.0,20,2,0.05,False
26,entropy,40.0,20,2,0.02,True
27,entropy,80.0,20,8,0.05,False
28,gini,40.0,2,4,0.05,True
29,entropy,40.0,5,1,0.02,True
30,entropy,20.0,10,8,sqrt,False
31,gini,20.0,20,1,0.05,True
32,entropy,40.0,10,1,0.02,True
33,entropy,40.0,2,1,0.2,True
34,gini,40.0,2,1,0.05,True
35,entropy,80.0,5,2,log2,True
36,gini,20.0,2,2,log2,False
37,gini,20.0,2,2,0.1,False
38,entropy,20.0,20,1,0.2,True
39,entropy,20.0,20,2,log2,True
40,gini,60.0,10,1,0.2,True
41,gini,40.0,20,2,0.05,True
42,entropy,60.0,5,4,log2,False
43,entropy,80.0,2,2,0.02,False
44,gini,,2,4,log2,False
45,entropy,40.0,10,8,log2,False
46,entropy,40.0,20,8,sqrt,True
47,gini,20.0,10,4,0.05,True
48,gini,,5,4,0.2,True
49,entropy,20.0,20,8,sqrt,False
50,entropy,,10,2,0.02,False
51,entropy,80.0,10,8,log2,True
52,entropy,80.0,10,1,sqrt,False
53,gini,80.0,20,4,0.02,False
54,entropy,,20,2,0.2,True
55,entropy,,10,8,0.05,False
56,gini,80.0,20,1,sqrt,True
57,gini,,5,1,0.2,True
58,entropy,80.0,10,1,0.1,True
59,gini,40.0,20,2,log2,True
60,entropy,80.0,2,1,0.1,True
61,gini,20.0,20,4,0.02,False
62,entropy,80.0,10,8,0.2,False
63,gini,60.0,20,2,0.2,True
64,gini,20.0,20,2,0.02,False
65,entropy,80.0,10,8,log2,False
66,gini,60.0,5,8,0.2,True
67,entropy,60.0,20,2,sqrt,False
68,entropy,40.0,10,8,0.2,True
69,entropy,20.0,10,8,sqrt,True
70,entropy,60.0,10,8,0.05,True
71,entropy,,20,2,0.02,True
72,gini,80.0,10,4,0.1,False
73,entropy,60.0,2,4,log2,False
74,gini,,2,2,0.05,True
75,entropy,40.0,20,2,0.1,True
76,gini,80.0,5,4,0.05,False
77,entropy,60.0,20,1,0.05,True
78,gini,60.0,2,4,0.2,False
79,entropy,40.0,10,8,sqrt,True
80,entropy,60.0,20,1,sqrt,False
81,gini,60.0,20,1,log2,True
82,gini,60.0,20,2,0.1,True
83,entropy,,2,8,0.1,True
84,gini,40.0,2,8,0.2,False
85,entropy,,2,4,log2,False
86,entropy,,10,8,0.05,True
87,entropy,,2,4,sqrt,True
88,gini,80.0,5,8,0.02,True
89,gini,20.0,5,4,log2,False
90,gini,20.0,10,1,0.1,False
91,gini,60.0,20,8,0.02,True
92,gini,,2,8,0.2,True
93,entropy,60.0,20,2,0.2,True
94,gini,40.0,2,4,log2,False
95,gini,80.0,2,8,0.2,True
96,entropy,20.0,2,8,sqrt,True
97,entropy,40.0,5,8,0.2,True
98,entropy,,2,4,0.1,False
99,entropy,80.0,20,4,sqrt,False
100,entropy,20.0,2,8,0.02,True
