candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,20.0,10,4,0.1,True
2,gini,80.0,5,4,0.02,True
3,gini,60.0,20,2,0.2,True
4,entropy,40.0,5,4,sqrt,True
5,entropy,40.0,10,2,log2,True
6,gini,,5,4,0.02,False
7,entropy,,20,1,sqrt,False
8,entropy,80.0,2,4,0.05,False
9,entropy,20.0,10,1,sqrt,True
10,gini,20.0,5,4,0.02,False
11,gini,,2,4,0.2,False
12,gini,,2,1,0.2,False
13,entropy,40.0,2,1,sqrt,False
14,gini,40.0,2,2,0.02,True
15,gini,20.0,10,1,0.05,False
16,gini,80.0,5,8,0.2,False
17,entropy,60.0,10,4,sqrt,False
18,entropy,20.0,10,8,0.1,False
19,gini,20.0,20,1,0.05,True
20,entropy,20.0,20,2,log2,False
21,gini,80.0,5,8,log2,True
22,entropy,,2,1,0.05,False
23,entropy,20.0,10,1,0.1,False
24,entropy,60.0,5,8,log2,True
25,gini,,20,4,sqrt,False
26,entropy,20.0,2,4,0.2,False
27,entropy,60.0,2,1,sqrt,True
28,entropy,60.0,2,8,sqrt,True
29,gini,60.0,2,1,0.05,True
30,gini,40.0,5,2,0.05,False
31,gini,60.0,2,8,0.02,False
32,entropy,20.0,2,8,0.2,False
33,gini,20.0,2,4,log2,True
34,gini,,10,4,0.1,False
35,entropy,40.0,5,8,0.2,True
36,gini,80.0,20,2,0.1,True
37,gini,40.0,20,1,sqrt,True
38,gini,60.0,20,1,sqrt,False
39,gini,40.0,10,4,0.1,True
40,gini,40.0,20,1,0.05,True
41,gini,,20,8,sqrt,False
42,gini,,20,2,0.02,True
43,entropy,60.0,2,1,0.02,False
44,gini,80.0,10,2,0.02,False
45,gini,40.0,10,1,0.2,True
46,gini,,2,8,0.2,True
47,gini,80.0,5,1,0.1,False
48,entropy,,5,2,log2,True
49,entropy,40.0,10,2,0.02,False
50,entropy,20.0,2,1,0.2,False
51,entropy,20.0,20,4,sqrt,False
52,gini,80.0,2,2,sqrt,True
53,entropy,60.0,10,8,0.02,False
54,gini,60.0,20,4,log2,False
55,entropy,80.0,10,8,log2,False
56,gini,20.0,5,4,0.1,False
57,gini,40.0,20,2,0.02,False
58,entropy,60.0,2,1,0.1,False
59,gini,60.0,20,8,sqrt,True
60,entropy,60.0,2,1,log2,False
61,gini,60.0,5,4,0.05,False
62,entropy,40.0,20,8,0.02,True
63,gini,80.0,2,4,sqrt,False
64,gini,60.0,10,2,sqrt,True
65,gini,60.0,5,4,0.02,True
66,gini,80.0,2,2,0.05,True
67,gini,20.0,5,8,0.05,False
68,entropy,80.0,5,2,0.02,False
69,entropy,60.0,10,2,0.1,False
70,entropy,60.0,20,1,0.05,False
71,gini,,2,8,0.05,True
72,entropy,20.0,2,8,0.02,False
73,entropy,,2,1,0.05,True
74,entropy,80.0,5,4,0.05,True
75,gini,20.0,20,2,0.1,False
76,gini,,10,4,sqrt,True
77,gini,40.0,5,8,0.2,True
78,gini,,2,8,0.02,True
79,entropy,,5,2,sqrt,True
80,gini,,20,8,0.1,True
81,entropy,,20,1,0.05,False
82,entropy,80.0,20,4,0.05,False
83,gini,20.0,5,8,log2,True
84,gini,,5,1,log2,True
85,entropy,60.0,10,1,0.1,False
86,entropy,,10,1,sqrt,False
87,gini,40.0,10,2,0.2,False
88,entropy,60.0,5,2,0.2,True
89,entropy,,10,8,sqrt,False
90,gini,40.0,5,1,0.05,False
91,entropy,20.0,5,8,0.05,True
92,gini,60.0,10,1,0.1,False
93,entropy,60.0,20,1,sqrt,True
94,gini,40.0,2,4,0.02,True
95,gini,80.0,5,8,sqrt,True
96,gini,20.0,20,4,0.2,False
97,gini,80.0,2,2,0.2,True
98,gini,,2,1,0.2,True
99,entropy,80.0,5,1,log2,True
100,gini,60.0,5,1,0.05,False
