candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,60.0,20,4,0.2,False
2,gini,40.0,20,4,log2,True
3,entropy,60.0,10,4,0.1,False
4,entropy,20.0,2,2,0.02,True
5,entropy,20.0,2,1,0.02,False
6,gini,60.0,5,8,0.02,True
7,gini,80.0,10,1,0.05,True
8,entropy,80.0,5,4,0.02,True
9,entropy,40.0,5,8,0.02,True
10,entropy,60.0,2,8,0.02,False
11,gini,80.0,2,4,0.1,True
12,gini,20.0,20,1,0.02,True
13,gini,80.0,20,2,0.2,True
14,gini,,20,1,0.2,True
15,entropy,80.0,2,4,0.05,True
16,entropy,80.0,5,2,0.2,True
17,gini,,2,8,0.02,False
18,entropy,,5,8,0.02,False
19,entropy,60.0,2,2,0.2,True
20,gini,20.0,20,1,sqrt,False
21,gini,20.0,2,8,log2,True
22,entropy,40.0,5,1,0.05,False
23,entropy,,5,2,0.1,True
24,entropy,60.0,5,2,0.05,False
25,entropy,20.0,5,2,0.02,False
26,gini,60.0,2,4,0.05,False
27,entropy,80.0,20,1,sqrt,False
28,gini,60.0,5,4,0.05,True
29,entropy,,2,8,0.2,True
30,entropy,80.0,10,8,0.05,True
31,entropy,,20,8,sqrt,False
32,entropy,20.0,10,4,0.02,False
33,gini,80.0,10,8,0.2,False
34,entropy,40.0,20,1,log2,False
35,entropy,60.0,2,1,0.05,True
36,gini,40.0,2,8,0.02,True
37,entropy,,10,8,log2,True
38,gini,80.0,2,8,0.05,False
39,gini,40.0,20,2,0.1,False
40,entropy,40.0,2,1,0.1,False
41,gini,,5,1,0.1,False
42,entropy,40.0,2,4,log2,True
43,entropy,60.0,2,4,sqrt,False
44,entropy,60.0,5,8,0.1,False
45,entropy,40.0,20,8,0.1,False
46,entropy,60.0,20,8,0.1,True
47,gini,60.0,5,1,0.1,False
48,gini,40.0,5,4,0.02,True
49,gini,,2,8,sqrt,True
50,gini,20.0,20,8,0.1,False
51,gini,20.0,20,8,0.02,True
52,gini,40.0,2,8,log2,True
53,gini,40.0,5,8,0.2,True
54,entropy,80.0,10,8,0.05,False
55,gini,40.0,20,2,0.05,False
56,entropy,80.0,10,4,0.02,True
57,entropy,,2,2,0.02,False
58,gini,20.0,5,2,0.05,True
59,entropy,,2,4,0.2,False
60,gini,80.0,10,8,0.02,False
61,gini,60.0,10,1,0.02,True
62,gini,,20,2,log2,True
63,entropy,20.0,2,1,0.1,True
64,entropy,80.0,10,1,0.2,True
65,gini,20.0,2,8,0.05,False
66,gini,,10,2,log2,True
67,gini,40.0,2,8,sqrt,True
68,gini,60.0,5,1,0.02,True
69,entropy,40.0,20,8,sqrt,False
70,gini,,20,2,0.05,False
71,gini,60.0,10,4,sqrt,True
72,gini,20.0,2,1,log2,False
73,entropy,60.0,20,8,0.1,False
74,gini,80.0,2,8,log2,True
75,gini,80.0,5,1,log2,False
76,gini,20.0,5,4,sqrt,False
77,entropy,,20,1,sqrt,True
78,entropy,40.0,2,4,0.02,True
79,entropy,,2,8,0.05,False
80,gini,60.0,20,8,0.02,True
81,gini,,2,4,0.05,True
82,entropy,60.0,10,2,sqrt,True
83,gini,20.0,10,8,0.05,True
84,entropy,80.0,5,1,0.2,False
85,gini,,10,8,0.02,False
86,gini,40.0,10,4,log2,False
87,gini,20.0,20,8,0.2,True
88,entropy,40.0,20,2,0.02,False
89,gini,60.0,10,2,0.2,True
90,gini,80.0,5,4,sqrt,False
91,gini,,5,1,sqrt,True
92,entropy,60.0,2,2,log2,False
93,entropy,40.0,5,8,0.2,False
94,entropy,80.0,10,4,0.02,False
95,gini,20.0,5,2,log2,True
96,entropy,,20,8,0.1,False
97,gini,60.0,5,2,0.2,True
98,entropy,,10,2,0.2,False
99,entropy,40.0,5,1,0.2,True
100,entropy,80.0,10,8,0.1,False
