candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,40.0,2,2,0.1,False
2,entropy,,2,8,log2,True
3,entropy,40.0,20,1,log2,False
4,gini,20.0,2,2,0.05,False
5,entropy,20.0,20,8,sqrt,True
6,gini,20.0,2,4,0.2,True
7,gini,,2,2,sqrt,True
8,entropy,40.0,20,1,0.02,False
9,gini,80.0,10,1,0.02,True
10,entropy,60.0,5,8,0.2,True
11,gini,80.0,2,8,sqrt,False
12,gini,20.0,5,4,0.2,True
13,entropy,80.0,5,4,0.02,False
14,entropy,80.0,2,2,0.02,False
15,entropy,60.0,5,1,sqrt,False
16,gini,40.0,10,1,log2,False
17,entropy,40.0,10,4,sqrt,True
18,entropy,60.0,10,4,sqrt,False
19,gini,40.0,10,1,log2,True
20,entropy,,20,8,log2,False
21,gini,40.0,5,2,0.1,True
22,entropy,,2,1,0.02,True
23,entropy,80.0,10,1,0.1,False
24,gini,60.0,10,2,0.05,False
25,entropy,80.0,5,2,0.2,False
26,entropy,,2,1,log2,True
27,entropy,60.0,2,8,0.2,True
28,entropy,20.0,20,1,sqrt,True
29,entropy,60.0,10,4,0.1,False
30,entropy,20.0,5,4,0.02,False
31,entropy,20.0,5,1,0.02,False
32,entropy,20.0,2,2,sqrt,True
33,entropy,20.0,20,2,0.05,False
34,entropy,,2,4,0.02,True
35,entropy,40.0,5,8,log2,True
36,gini,60.0,10,4,sqrt,True
37,gini,20.0,2,2,0.05,True
38,entropy,40.0,2,2,0.1,True
39,entropy,80.0,20,4,0.02,True
40,entropy,40.0,2,8,0.1,True
41,gini,60.0,10,8,0.02,False
42,entropy,20.0,10,2,0.05,True
43,gini,20.0,2,4,sqrt,True
44,gini,60.0,10,2,0.1,False
45,entropy,20.0,5,1,0.1,True
46,gini,40.0,10,1,0.2,True
47,entropy,,10,2,0.1,False
48,entropy,20.0,5,8,0.05,False
49,entropy,,10,4,0.02,False
50,gini,20.0,20,4,0.1,True
51,gini,20.0,5,1,log2,True
52,gini,20.0,2,8,0.02,False
53,entropy,80.0,2,1,log2,True
54,gini,60.0,5,4,0.05,False
55,entropy,60.0,20,8,log2,False
56,entropy,80.0,10,1,0.1,True
57,entropy,80.0,10,8,sqrt,False
58,gini,20.0,20,4,log2,False
59,entropy,40.0,10,8,log2,False
60,gini,40.0,2,2,0.02,False
61,gini,20.0,5,1,0.02,False
62,entropy,40.0,5,1,log2,True
63,entropy,60.0,5,1,0.02,False
64,gini,,5,8,0.1,True
65,entropy,80.0,10,4,0.05,False
66,entropy,80.0,20,1,0.02,True
67,entropy,,20,2,sqrt,True
68,gini,40.0,20,4,0.05,False
69,entropy,60.0,10,1,log2,True
70,entropy,60.0,2,8,0.05,False
71,gini,80.0,5,8,0.1,True
72,gini,60.0,20,2,0.05,False
73,entropy,,20,4,0.2,True
74,entropy,40.0,5,1,sqrt,True
75,gini,20.0,5,4,log2,True
76,entropy,,20,1,0.1,False
77,entropy,40.0,2,8,0.2,True
78,gini,60.0,2,1,log2,False
79,entropy,80.0,10,2,0.2,False
80,gini,20.0,2,4,0.1,False
81,gini,40.0,10,4,0.02,False
82,gini,40.0,10,1,sqrt,False
83,entropy,,5,1,0.05,True
84,gini,,20,4,0.2,False
85,gini,20.0,5,8,0.1,False
86,gini,60.0,2,1,sqrt,True
87,gini,40.0,2,4,0.02,False
88,entropy,,20,4,log2,False
89,gini,,20,1,0.02,False
90,entropy,,2,2,0.2,False
91,entropy,40.0,2,4,0.05,False
92,entropy,60.0,2,8,0.05,True
93,gini,20.0,10,8,sqrt,True
94,gini,60.0,20,1,sqrt,True
95,gini,60.0,20,8,0.05,True
96,gini,80.0,10,4,0.2,True
97,gini,,10,2,0.2,True
98,entropy,40.0,20,4,0.1,True
99,gini,20.0,2,8,sqrt,True
100,entropy,80.0,5,2,sqrt,True
