candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,,5,4,0.02,True
2,gini,,2,8,sqrt,True
3,entropy,20.0,2,8,sqrt,True
4,entropy,40.0,2,1,0.2,True
5,entropy,40.0,2,8,0.05,False
6,gini,40.0,20,8,0.2,True
7,gini,60.0,5,4,sqrt,True
8,entropy,,5,8,log2,False
9,entropy,60.0,20,1,0.1,False
10,entropy,60.0,10,4,sqrt,False
11,entropy,60.0,10,2,0.1,False
12,entropy,80.0,10,4,sqrt,True
13,gini,20.0,10,2,log2,True
14,entropy,20.0,2,1,0.02,False
15,gini,,5,2,0.2,False
16,gini,,5,4,log2,True
17,entropy,,10,2,sqrt,True
18,entropy,40.0,10,4,log2,False
19,entropy,80.0,20,1,0.05,True
20,gini,20.0,5,1,0.05,False
21,entropy,20.0,2,1,0.05,True
22,gini,40.0,20,4,sqrt,False
23,entropy,60.0,5,1,0.1,True
24,entropy,,20,2,0.2,True
25,gini,80.0,10,4,0.2,True
26,entropy,60.0,5,8,0.2,False
27,gini,80.0,2,4,0.1,False
28,entropy,20.0,2,8,0.02,True
29,gini,20.0,10,8,sqrt,True
30,entropy,80.0,2,8,log2,False
31,gini,60.0,5,1,0.05,True
32,entropy,40.0,5,8,log2,True
33,gini,20.0,20,1,0.02,False
34,gini,,5,4,0.2,True
35,entropy,40.0,10,2,0.02,True
36,gini,60.0,5,2,0.1,False
37,gini,60.0,20,1,0.1,False
38,entropy,40.0,5,2,0.05,True
39,entropy,20.0,2,2,0.2,False
40,gini,20.0,10,2,0.05,False
41,entropy,,2,1,0.05,False
42,entropy,40.0,2,2,0.1,False
43,gini,40.0,5,2,log2,False
44,entropy,80.0,10,1,0.1,False
45,entropy,,5,1,0.2,True
46,entropy,60.0,20,2,sqrt,True
47,gini,40.0,10,2,0.02,True
48,entropy,60.0,2,4,log2,True
49,entropy,,10,2,log2,True
50,gini,80.0,10,4,log2,False
51,gini,80.0,20,1,0.02,True
52,gini,,10,8,0.02,False
53,gini,40.0,10,1,0.02,True
54,gini,20.0,5,1,0.2,True
55,entropy,20.0,2,4,sqrt,True
56,entropy,20.0,20,4,0.1,False
57,gini,40.0,2,4,0.2,True
58,entropy,,2,2,log2,True
59,gini,20.0,10,2,0.1,False
60,gini,60.0,2,4,0.05,False
61,gini,60.0,10,4,0.05,True
62,gini,,2,4,sqrt,True
63,gini,60.0,2,8,0.05,True
64,gini,20.0,20,2,0.02,False
65,entropy,80.0,20,4,0.05,False
66,entropy,,10,2,0.1,True
67,gini,60.0,20,4,sqrt,False
68,gini,20.0,10,2,0.05,True
69,gini,20.0,20,2,log2,False
70,gini,40.0,2,2,0.02,True
71,entropy,,20,1,0.05,False
72,entropy,60.0,20,8,0.02,False
73,gini,40.0,5,1,0.05,False
74,gini,20.0,20,8,0.2,False
75,entropy,80.0,20,4,log2,False
76,entropy,20.0,10,1,0.05,True
77,gini,,20,2,0.05,True
78,entropy,80.0,2,8,0.02,False
79,entropy,80.0,20,2,0.05,True
80,gini,60.0,10,1,0.1,True
81,entropy,80.0,2,1,0.05,False
82,entropy,20.0,5,4,0.2,False
83,entropy,80.0,10,2,sqrt,False
84,entropy,80.0,2,4,0.2,False
85,entropy,80.0,2,1,0.2,False
86,gini,,5,4,0.05,False
87,entropy,60.0,20,4,0.2,True
88,entropy,60.0,20,2,log2,False
89,entropy,,20,8,log2,False
90,gini,80.0,5,1,log2,True
91,gini,20.0,20,2,0.2,True
92,gini,40.0,20,4,0.1,True
93,gini,40.0,10,8,0.02,False
94,gini,80.0,10,1,0.2,False
95,gini,40.0,10,4,log2,True
96,entropy,,20,1,0.1,True
97,entropy,20.0,20,8,0.02,True
98,gini,40.0,20,4,0.2,True
99,entropy,60.0,2,4,0.2,False
100,gini,60.0,2,4,log2,True
