candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,40.0,2,1,0.2,False
2,gini,,2,4,0.02,True
3,gini,,10,4,0.02,True
4,gini,40.0,20,2,0.05,True
5,entropy,,5,4,0.05,False
6,entropy,40.0,2,4,0.05,True
7,entropy,20.0,5,4,sqrt,True
8,gini,60.0,5,8,0.2,False
9,entropy,,10,8,0.1,False
10,entropy,,20,8,log2,True
11,gini,40.0,2,8,0.02,True
12,entropy,,20,1,sqrt,False
13,gini,20.0,20,8,0.2,True
14,gini,80.0,10,1,log2,True
15,entropy,20.0,20,1,0.02,False
16,gini,80.0,20,4,log2,True
17,entropy,40.0,10,2,log2,False
18,entropy,80.0,20,8,sqrt,False
19,entropy,40.0,10,2,sqrt,False
20,entropy,40.0,10,1,sqrt,False
21,entropy,,5,4,log2,True
22,gini,60.0,10,2,0.02,False
23,gini,60.0,20,8,0.2,False
24,entropy,20.0,10,8,0.02,True
25,entropy,,2,1,0.1,False
26,entropy,80.0,20,1,0.02,True
27,entropy,,20,4,0.1,False
28,entropy,20.0,20,1,log2,True
29,entropy,40.0,2,8,0.02,False
30,entropy,20.0,20,8,0.02,True
31,gini,,2,1,0.1,False
32,entropy,60.0,2,4,0.1,False
33,gini,,10,1,log2,False
34,gini,60.0,20,8,0.02,True
35,gini,80.0,5,2,log2,False
36,gini,,20,2,0.1,False
37,entropy,80.0,5,2,log2,False
38,gini,20.0,10,8,0.2,True
39,entropy,80.0,2,4,sqrt,True
40,entropy,20.0,20,4,log2,False
41,entropy,80.0,20,4,0.02,False
42,gini,80.0,20,1,sqrt,False
43,entropy,40.0,10,4,0.2,False
44,entropy,40.0,20,4,sqrt,True
45,entropy,40.0,2,2,sqrt,True
46,gini,80.0,20,2,log2,True
47,entropy,,20,8,sqrt,True
48,entropy,80.0,2,1,0.2,False
49,gini,,10,8,log2,False
50,entropy,80.0,20,2,sqrt,False
51,entropy,60.0,10,4,0.2,False
52,entropy,80.0,20,8,log2,False
53,entropy,,5,1,0.2,False
54,entropy,40.0,2,8,sqrt,True
55,entropy,60.0,5,8,log2,False
56,gini,60.0,10,1,0.05,True
57,gini,80.0,2,8,0.05,False
58,entropy,40.0,5,1,log2,False
59,entropy,,20,1,0.02,False
60,gini,80.0,2,4,0.1,False
61,entropy,80.0,2,4,log2,True
62,entropy,20.0,20,2,log2,True
63,gini,60.0,10,1,0.05,False
64,gini,,5,4,sqrt,True
65,gini,80.0,5,1,log2,True
66,entropy,80.0,2,2,0.02,False
67,entropy,,2,8,0.05,False
68,entropy,20.0,2,2,log2,True
69,gini,40.0,10,4,log2,True
70,gini,60.0,2,8,0.2,True
71,entropy,40.0,2,2,0.02,False
72,entropy,60.0,5,2,log2,False
73,gini,60.0,2,4,0.2,True
74,gini,40.0,10,2,log2,False
75,gini,20.0,2,4,log2,False
76,entropy,40.0,10,2,0.05,True
77,gini,40.0,5,1,0.05,True
78,entropy,80.0,5,4,0.1,False
79,gini,60.0,10,4,0.2,True
80,gini,40.0,20,8,0.2,False
81,entropy,,2,4,0.05,False
82,entropy,80.0,10,2,0.2,False
83,gini,,10,4,log2,False
84,gini,80.0,2,1,0.2,True
85,entropy,40.0,2,1,sqrt,False
86,gini,20.0,2,1,0.02,False
87,gini,60.0,10,2,0.05,False
88,gini,40.0,10,1,0.2,True
89,gini,80.0,2,2,sqrt,True
90,entropy,80.0,5,4,0.05,True
91,gini,,20,4,log2,False
92,entropy,60.0,20,8,log2,False
93,gini,60.0,20,2,0.05,True
94,gini,60.0,5,1,0.2,True
95,gini,20.0,20,8,0.05,True
96,entropy,40.0,10,2,0.02,True
97,entropy,,10,1,0.1,True
98,entropy,60.0,10,8,log2,True
99,gini,80.0,5,8,0.02,True
100,entropy,,5,4,0.05,True
