candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,40.0,2,8,0.2,False
2,entropy,,20,2,0.1,True
3,gini,40.0,5,2,0.2,True
4,entropy,80.0,20,8,sqrt,True
5,entropy,60.0,10,1,sqrt,False
6,entropy,40.0,20,8,log2,True
7,gini,60.0,2,2,sqrt,False
8,entropy,20.0,10,8,sqrt,True
9,gini,40.0,10,8,0.02,True
10,gini,80.0,5,1,sqrt,False
11,gini,80.0,20,2,0.02,False
12,gini,80.0,2,1,0.05,True
13,gini,20.0,2,4,0.1,False
14,gini,60.0,5,8,0.05,True
15,gini,,10,2,0.02,True
16,entropy,80.0,2,2,sqrt,True
17,entropy,40.0,5,2,0.05,False
18,gini,20.0,2,4,0.2,False
19,gini,80.0,5,8,log2,True
20,gini,,10,2,0.1,True
21,entropy,40.0,20,2,0.1,True
22,gini,40.0,5,2,sqrt,False
23,entropy,40.0,10,8,0.2,False
24,gini,20.0,5,2,0.02,False
25,entropy,40.0,2,8,0.2,False
26,entropy,80.0,20,4,log2,True
27,entropy,20.0,10,2,0.02,False
28,entropy,60.0,10,4,sqrt,True
29,entropy,60.0,10,4,log2,False
30,entropy,80.0,10,4,0.02,False
31,gini,20.0,5,4,0.1,True
32,entropy,80.0,5,1,0.02,False
33,gini,20.0,20,8,0.1,True
34,entropy,40.0,5,1,log2,True
35,gini,80.0,5,8,0.05,True
36,gini,40.0,5,8,0.02,True
37,gini,,5,1,0.02,False
38,gini,40.0,5,2,0.05,False
39,entropy,,2,2,0.2,False
40,entropy,20.0,10,4,log2,True
41,gini,,2,1,sqrt,True
42,gini,20.0,5,8,0.2,False
43,entropy,20.0,20,8,0.1,False
44,entropy,40.0,10,8,log2,True
45,gini,40.0,2,4,0.1,True
46,entropy,20.0,5,8,log2,True
47,entropy,,2,2,0.05,True
48,gini,80.0,10,8,0.1,False
49,gini,20.0,2,8,0.1,False
50,gini,60.0,10,1,0.02,False
51,gini,40.0,5,4,0.2,True
52,gini,,2,4,log2,True
53,gini,80.0,10,8,log2,False
54,gini,80.0,20,4,0.02,False
55,entropy,20.0,10,4,log2,False
56,gini,20.0,5,8,0.2,True
57,entropy,60.0,20,1,sqrt,False
58,entropy,,10,8,log2,True
59,gini,40.0,2,4,0.02,True
60,gini,40.0,10,8,0.1,True
61,entropy,60.0,2,2,sqrt,True
62,entropy,,5,2,0.2,True
63,entropy,,5,4,sqrt,False
64,gini,40.0,5,1,log2,True
65,gini,60.0,10,8,sqrt,False
66,entropy,60.0,20,8,0.05,True
67,entropy,80.0,5,8,0.2,True
68,entropy,40.0,2,8,0.2,True
69,entropy,60.0,20,8,0.1,True
70,entropy,60.0,10,2,0.1,False
71,gini,40.0,2,4,log2,False
72,gini,40.0,20,1,0.2,True
73,gini,40.0,2,1,sqrt,False
74,entropy,80.0,5,1,log2,True
75,entropy,20.0,10,4,0.05,False
76,gini,40.0,2,4,sqrt,True
77,entropy,80.0,10,1,log2,True
78,gini,20.0,2,8,0.05,False
79,entropy,40.0,20,4,0.2,True
80,gini,,10,8,0.05,True
81,entropy,20.0,10,8,log2,True
82,gini,40.0,2,4,0.05,True
83,entropy,,2,2,0.02,False
84,entropy,60.0,5,2,0.1,False
85,entropy,,20,2,0.2,False
86,gini,80.0,10,8,0.2,False
87,entropy,,2,8,0.1,False
88,entropy,40.0,2,4,0.02,True
89,gini,20.0,5,1,0.02,True
90,entropy,40.0,2,2,0.02,True
91,entropy,40.0,10,2,0.02,True
92,entropy,40.0,10,8,0.2,True
93,gini,60.0,20,8,log2,True
94,gini,80.0,5,8,sqrt,True
95,entropy,80.0,10,4,0.1,False
96,entropy,80.0,20,8,log2,True
97,entropy,,10,2,0.02,False
98,entropy,20.0,20,2,0.05,False
99,gini,40.0,20,4,0.05,False
100,entropy,20.0,5,2,0.02,True
