candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,40.0,20,1,0.05,False
2,gini,,10,1,log2,True
3,entropy,80.0,2,2,0.05,True
4,entropy,,10,8,sqrt,False
5,gini,40.0,5,8,0.02,False
6,gini,,2,2,0.2,True
7,gini,,10,8,0.1,False
8,entropy,40.0,10,4,0.1,False
9,gini,60.0,5,1,0.02,True
10,gini,,20,1,sqrt,True
11,gini,80.0,2,8,0.2,True
12,gini,40.0,20,4,0.05,True
13,gini,60.0,20,4,log2,True
14,entropy,20.0,20,1,log2,False
15,entropy,60.0,20,4,sqrt,False
16,entropy,80.0,10,8,sqrt,True
17,entropy,20.0,2,2,0.1,False
18,gini,40.0,2,8,0.02,True
19,entropy,40.0,10,2,0.02,False
20,gini,,20,1,0.02,False
21,entropy,60.0,20,8,0.02,True
22,entropy,40.0,10,8,0.05,True
23,gini,60.0,2,2,0.05,True
24,gini,60.0,10,2,sqrt,True
25,gini,80.0,5,1,0.2,False
26,entropy,20.0,20,8,log2,True
27,entropy,20.0,2,2,0.1,True
28,gini,80.0,2,1,0.05,False
29,entropy,60.0,5,4,0.1,True
30,entropy,80.0,10,1,0.02,True
31,gini,80.0,2,2,0.2,True
32,entropy,80.0,5,4,0.2,True
33,gini,40.0,10,1,log2,False
34,entropy,60.0,10,4,0.2,True
35,entropy,80.0,20,2,0.05,False
36,entropy,20.0,5,1,sqrt,True
37,gini,20.0,5,8,log2,True
38,gini,40.0,20,2,0.05,False
39,entropy,,10,4,0.1,False
40,gini,,2,8,sqrt,False
41,entropy,20.0,2,8,0.2,False
42,gini,20.0,2,4,0.02,False
43,gini,80.0,5,8,0.2,True
44,entropy,,10,8,0.02,False
45,gini,80.0,5,4,log2,False
46,entropy,,2,8,0.05,True
47,gini,,10,1,0.1,False
48,gini,80.0,5,1,0.02,False
49,gini,20.0,20,2,sqrt,False
50,entropy,20.0,20,2,0.2,True
51,entropy,60.0,2,1,0.05,True
52,gini,80.0,20,8,sqrt,False
53,entropy,20.0,10,1,sqrt,False
54,gini,40.0,10,2,0.02,False
55,gini,60.0,20,4,0.05,True
56,entropy,40.0,2,2,0.05,True
57,gini,20.0,2,1,sqrt,False
58,gini,40.0,5,2,0.05,True
59,gini,40.0,20,4,0.1,True
60,entropy,60.0,10,1,0.2,False
61,entropy,60.0,2,8,log2,False
62,gini,80.0,10,2,log2,True
63,gini,80.0,2,1,0.1,False
64,gini,,20,4,0.1,True
65,gini,20.0,20,2,0.2,False
66,gini,80.0,20,8,0.05,True
67,entropy,60.0,10,4,0.02,True
68,entropy,80.0,2,4,log2,True
69,entropy,40.0,20,8,log2,True
70,gini,60.0,5,8,0.02,True
71,entropy,80.0,2,4,0.2,False
72,gini,40.0,2,2,sqrt,False
73,gini,80.0,5,2,0.02,False
74,gini,80.0,5,1,sqrt,False
75,gini,40.0,2,1,log2,False
76,entropy,60.0,5,1,0.05,False
77,gini,20.0,20,4,0.2,True
78,entropy,20.0,5,8,0.1,False
79,entropy,40.0,20,4,0.05,True
80,gini,80.0,5,4,0.2,False
81,entropy,80.0,2,4,0.1,True
82,gini,,2,8,log2,True
83,gini,40.0,5,2,sqrt,True
84,gini,,5,4,sqrt,True
85,entropy,40.0,10,8,0.2,False
86,gini,60.0,5,2,0.1,False
87,gini,60.0,2,8,0.02,True
88,gini,60.0,10,2,0.1,False
89,entropy,60.0,10,2,0.2,True
90,entropy,20.0,20,4,0.02,True
91,entropy,,20,2,0.05,False
92,gini,40.0,10,4,0.1,True
93,gini,,2,2,0.05,False
94,gini,,2,4,0.05,False
95,gini,80.0,2,8,0.02,True
96,gini,20.0,20,8,log2,False
97,gini,80.0,2,1,log2,False
98,gini,80.0,5,2,0.2,True
99,gini,60.0,10,4,0.02,True
100,entropy,60.0,20,4,0.2,False
