candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,80.0,20,8,log2,True
2,gini,60.0,5,2,0.05,False
3,gini,40.0,2,8,0.05,False
4,gini,80.0,2,1,0.05,False
5,gini,20.0,2,2,0.2,True
6,entropy,,10,8,0.02,False
7,entropy,40.0,2,4,0.02,False
8,gini,20.0,10,4,0.2,False
9,gini,,20,4,0.2,False
10,entropy,,5,2,log2,True
11,gini,60.0,2,8,0.02,True
12,gini,60.0,5,4,0.2,True
13,entropy,20.0,5,1,0.05,False
14,gini,60.0,5,4,0.2,False
15,gini,60.0,10,2,0.2,False
16,gini,,5,1,0.05,True
17,gini,40.0,2,8,sqrt,True
18,entropy,20.0,5,1,0.2,False
19,entropy,40.0,10,4,0.05,False
20,entropy,,5,2,0.1,False
21,gini,60.0,10,8,0.1,False
22,entropy,20.0,5,2,0.05,True
23,gini,80.0,10,2,0.1,False
24,gini,60.0,2,2,0.05,True
25,gini,80.0,2,1,sqrt,False
26,gini,80.0,5,8,sqrt,True
27,entropy,,5,4,0.05,True
28,entropy,80.0,10,4,0.2,True
29,entropy,20.0,2,8,0.02,False
30,gini,20.0,20,1,0.2,False
31,gini,40.0,10,1,log2,False
32,gini,,20,1,0.1,True
33,gini,20.0,20,2,sqrt,False
34,entropy,60.0,10,4,0.2,False
35,gini,,10,1,0.1,False
36,entropy,20.0,5,8,log2,True
37,entropy,,20,2,0.05,True
38,gini,40.0,10,8,0.02,True
39,entropy,20.0,20,8,0.05,True
40,gini,,5,1,sqrt,False
41,gini,,5,2,0.1,True
42,entropy,60.0,10,4,0.05,False
43,gini,80.0,10,2,0.2,False
44,entropy,40.0,5,4,0.02,True
45,gini,40.0,2,4,0.1,False
46,gini,60.0,5,1,0.05,True
47,entropy,60.0,10,2,0.1,True
48,entropy,20.0,5,4,0.2,True
49,entropy,40.0,10,1,0.2,False
50,gini,80.0,2,2,0.02,True
51,gini,80.0,10,4,0.05,False
52,gini,20.0,20,2,log2,False
53,gini,80.0,5,4,0.02,True
54,gini,20.0,5,8,0.1,True
55,gini,20.0,5,4,0.02,False
56,gini,40.0,2,2,0.1,True
57,entropy,80.0,5,1,0.1,False
58,gini,80.0,20,2,0.02,True
59,gini,40.0,20,2,0.2,False
60,entropy,80.0,10,2,0.1,False
61,entropy,40.0,20,4,0.2,True
62,entropy,40.0,2,4,0.1,False
63,entropy,20.0,5,2,0.02,True
64,gini,60.0,2,8,0.05,True
65,entropy,,20,2,0.1,True
66,gini,80.0,5,2,0.2,True
67,gini,40.0,2,2,sqrt,True
68,entropy,60.0,5,4,0.2,True
69,entropy,80.0,2,8,sqrt,True
70,entropy,80.0,2,2,sqrt,False
71,entropy,,2,8,sqrt,True
72,entropy,40.0,10,4,0.1,False
73,gini,20.0,2,8,log2,True
74,entropy,40.0,10,2,0.05,True
75,entropy,20.0,5,8,0.02,False
76,entropy,20.0,5,4,0.1,True
77,entropy,,5,1,0.2,False
78,gini,,20,1,0.05,False
79,gini,40.0,5,4,0.05,True
80,gini,40.0,10,4,0.2,False
81,entropy,,5,1,sqrt,True
82,entropy,60.0,20,2,0.1,True
83,gini,,2,1,0.05,False
84,gini,20.0,20,8,0.05,True
85,entropy,60.0,2,2,sqrt,True
86,gini,20.0,10,2,0.02,True
87,entropy,40.0,2,4,0.2,True
88,entropy,80.0,20,2,0.2,False
89,entropy,,5,1,0.2,True
90,entropy,40.0,10,8,log2,False
91,entropy,,5,4,0.02,True
92,entropy,40.0,5,4,0.2,True
93,entropy,40.0,20,2,0.1,True
94,entropy,20.0,2,4,0.1,False
95,entropy,80.0,10,4,sqrt,False
96,entropy,80.0,2,1,log2,False
97,entropy,40.0,20,4,0.1,True
98,entropy,60.0,20,4,log2,False
99,entropy,20.0,10,4,0.1,True
100,gini,,20,8,0.2,True
