candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,40.0,2,2,sqrt,False
2,entropy,40.0,20,1,0.02,True
3,gini,60.0,5,8,0.1,True
4,entropy,80.0,20,8,sqrt,False
5,entropy,20.0,10,2,0.02,False
6,gini,60.0,10,2,0.1,True
7,gini,80.0,20,8,0.2,False
8,entropy,20.0,5,4,0.1,True
9,gini,20.0,5,1,0.02,True
10,gini,60.0,5,1,sqrt,False
11,gini,80.0,2,2,0.02,False
12,gini,,10,4,log2,False
13,entropy,60.0,10,1,log2,True
14,gini,,2,2,sqrt,False
15,entropy,80.0,20,4,sqrt,True
16,gini,20.0,2,1,0.02,False
17,gini,80.0,5,2,0.1,False
18,gini,60.0,5,2,sqrt,True
19,gini,,20,4,sqrt,False
20,entropy,80.0,20,1,0.1,True
21,gini,60.0,20,1,0.2,True
22,gini,,10,8,0.2,True
23,gini,60.0,2,2,sqrt,True
24,entropy,40.0,20,1,0.02,False
25,entropy,40.0,20,8,0.1,True
26,gini,40.0,5,2,sqrt,True
27,entropy,40.0,10,4,sqrt,True
28,gini,20.0,5,4,0.02,True
29,gini,,2,8,sqrt,True
30,gini,60.0,20,8,log2,False
31,entropy,20.0,10,4,0.2,False
32,gini,,2,8,sqrt,False
33,entropy,60.0,10,1,0.2,False
34,entropy,60.0,2,2,log2,True
35,gini,60.0,2,1,0.1,False
36,gini,,2,2,0.05,False
37,entropy,40.0,2,2,log2,False
38,entropy,,2,4,sqrt,False
39,entropy,,20,2,sqrt,True
40,gini,80.0,20,4,sqrt,False
41,gini,40.0,2,1,sqrt,True
42,gini,60.0,5,2,0.2,False
43,gini,60.0,20,8,0.1,False
44,entropy,,2,8,0.02,True
45,gini,20.0,5,1,sqrt,False
46,gini,20.0,20,2,0.2,False
47,entropy,,2,4,0.1,True
48,gini,60.0,2,8,0.02,True
49,entropy,40.0,10,2,0.05,False
50,entropy,80.0,20,8,0.05,True
51,entropy,20.0,10,4,log2,False
52,gini,60.0,20,1,sqrt,False
53,gini,40.0,5,4,0.02,False
54,gini,20.0,10,2,0.05,False
55,gini,40.0,10,1,0.02,True
56,gini,,5,1,log2,True
57,gini,80.0,10,8,0.1,False
58,entropy,20.0,10,1,0.2,False
59,gini,60.0,5,1,0.1,False
60,gini,40.0,10,2,0.1,True
61,entropy,40.0,2,8,0.02,True
62,gini,,5,8,0.05,False
63,entropy,20.0,2,2,0.02,True
64,gini,40.0,20,8,0.02,False
65,gini,40.0,2,1,0.02,False
66,entropy,,20,4,log2,True
67,gini,40.0,5,2,0.1,True
68,entropy,80.0,10,4,0.05,True
69,entropy,80.0,10,4,0.02,True
70,gini,80.0,5,1,0.2,False
71,entropy,40.0,10,2,sqrt,True
72,entropy,60.0,2,1,0.1,False
73,entropy,,20,4,0.2,False
74,gini,60.0,2,8,sqrt,False
75,gini,20.0,5,4,log2,True
76,entropy,20.0,20,4,log2,False
77,entropy,20.0,2,1,0.02,False
78,entropy,20.0,10,8,0.1,True
79,entropy,80.0,5,2,0.02,True
80,gini,80.0,5,8,0.1,True
81,gini,,20,2,sqrt,True
82,gini,,20,8,0.02,True
83,gini,80.0,10,8,0.05,False
84,gini,20.0,5,2,0.1,True
85,entropy,,5,8,0.1,False
86,gini,80.0,2,4,0.02,False
87,entropy,80.0,5,8,0.2,True
88,entropy,20.0,2,4,log2,True
89,gini,20.0,2,1,0.05,True
90,gini,80.0,2,8,0.1,True
91,gini,60.0,5,1,0.2,False
92,gini,,10,2,sqrt,True
93,entropy,60.0,20,4,log2,True
94,entropy,,5,2,0.02,True
95,gini,60.0,5,8,0.2,True
96,gini,40.0,20,8,0.2,False
97,entropy,40.0,5,1,sqrt,True
98,entropy,60.0,2,4,0.1,False
99,gini,,20,4,0.05,True
100,gini,20.0,20,1,0.2,False
