candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,20.0,10,8,0.1,False
2,entropy,20.0,2,4,sqrt,True
3,entropy,60.0,10,4,log2,False
4,entropy,,10,1,0.1,False
5,entropy,20.0,10,1,0.02,True
6,entropy,20.0,2,1,0.05,True
7,entropy,,10,8,log2,False
8,entropy,40.0,10,1,log2,True
9,gini,20.0,5,4,log2,True
10,gini,60.0,5,1,log2,True
11,gini,20.0,2,8,log2,True
12,gini,,10,1,0.05,False
13,gini,,20,4,0.02,True
14,entropy,40.0,10,8,0.05,True
15,entropy,60.0,20,2,0.05,False
16,gini,60.0,10,1,sqrt,False
17,entropy,,20,2,0.1,True
18,entropy,40.0,20,4,0.05,False
19,entropy,40.0,20,2,sqrt,True
20,gini,,10,8,0.02,False
21,gini,,2,8,0.2,False
22,entropy,,2,1,0.05,True
23,entropy,,20,8,0.05,False
24,entropy,60.0,10,2,log2,True
25,entropy,,5,8,0.2,False
26,gini,60.0,2,2,0.2,True
27,entropy,40.0,2,2,0.2,False
28,gini,20.0,20,1,0.05,True
29,entropy,80.0,20,8,0.05,False
30,entropy,60.0,2,4,0.1,True
31,gini,60.0,10,8,log2,False
32,gini,80.0,2,2,0.1,False
33,entropy,40.0,5,2,sqrt,False
34,entropy,60.0,10,4,0.02,False
35,entropy,20.0,5,1,0.1,True
36,gini,40.0,5,2,0.1,False
37,entropy,60.0,5,1,0.02,True
38,entropy,,2,4,log2,False
39,entropy,20.0,20,1,0.02,False
40,entropy,60.0,5,4,log2,True
41,entropy,20.0,10,4,log2,True
42,entropy,20.0,20,8,0.1,True
43,entropy,60.0,20,8,0.02,True
44,gini,80.0,20,8,0.2,False
45,entropy,60.0,10,2,0.02,False
46,entropy,60.0,5,8,0.2,False
47,gini,40.0,10,2,log2,True
48,entropy,,5,4,0.02,False
49,entropy,80.0,20,1,0.1,True
50,entropy,,2,4,sqrt,True
51,entropy,40.0,2,1,0.02,True
52,entropy,60.0,5,8,0.1,True
53,entropy,40.0,5,8,0.05,True
54,gini,80.0,2,4,0.02,False
55,gini,40.0,2,1,0.05,False
56,gini,40.0,20,8,0.02,True
57,gini,,10,8,sqrt,True
58,gini,40.0,20,1,log2,False
59,entropy,,2,2,0.05,False
60,gini,60.0,20,1,0.02,True
61,gini,60.0,5,2,0.05,False
62,gini,80.0,2,1,0.1,False
63,entropy,40.0,2,4,0.05,True
64,gini,,2,4,0.1,True
65,gini,20.0,5,2,sqrt,True
66,entropy,,5,8,log2,True
67,entropy,80.0,20,1,0.2,True
68,gini,40.0,5,2,0.02,False
69,gini,20.0,5,1,0.1,False
70,entropy,40.0,2,8,0.05,True
71,entropy,60.0,5,4,0.02,False
72,entropy,80.0,10,1,0.05,True
73,gini,,2,8,0.02,True
74,gini,80.0,2,8,0.1,False
75,gini,80.0,5,2,0.05,False
76,gini,,5,2,log2,False
77,entropy,40.0,10,8,sqrt,True
78,gini,20.0,20,8,sqrt,False
79,gini,40.0,2,4,log2,False
80,entropy,40.0,5,2,log2,False
81,entropy,40.0,5,1,0.2,False
82,gini,80.0,10,2,0.05,False
83,entropy,60.0,20,4,sqrt,True
84,entropy,60.0,5,8,0.05,False
85,gini,20.0,2,1,0.2,False
86,gini,20.0,20,8,0.2,False
87,entropy,80.0,2,2,0.02,False
88,entropy,,5,1,sqrt,True
89,entropy,,10,2,0.1,True
90,entropy,80.0,2,1,0.1,True
91,entropy,60.0,20,1,log2,False
92,gini,80.0,5,2,0.1,False
93,entropy,,20,1,0.2,True
94,gini,80.0,5,1,0.02,False
95,gini,20.0,20,4,sqrt,False
96,gini,40.0,20,2,log2,True
97,entropy,40.0,5,1,0.1,True
98,entropy,20.0,5,1,0.2,True
99,entropy,80.0,2,1,0.2,False
100,entropy,80.0,5,1,sqrt,False
