candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,80.0,5,1,0.1,True
2,entropy,80.0,2,8,0.05,False
3,entropy,60.0,5,4,0.02,True
4,gini,60.0,10,4,sqrt,False
5,entropy,60.0,5,2,0.05,False
6,gini,20.0,2,2,log2,True
7,entropy,20.0,10,2,0.1,False
8,gini,20.0,20,1,0.2,False
9,entropy,80.0,5,1,0.1,True
10,entropy,20.0,5,1,0.05,False
11,entropy,20.0,2,4,0.02,False
12,gini,,10,2,log2,True
13,entropy,,2,2,0.1,False
14,entropy,,10,2,0.2,False
15,entropy,60.0,2,1,0.1,False
16,entropy,20.0,5,8,0.05,False
17,gini,,20,4,log2,True
18,gini,60.0,5,8,0.2,False
19,gini,40.0,20,8,0.05,True
20,gini,,20,4,sqrt,False
21,entropy,80.0,20,1,0.05,True
22,entropy,20.0,20,8,0.02,False
23,gini,40.0,20,8,0.2,False
24,gini,80.0,20,4,sqrt,True
25,gini,60.0,2,2,0.1,True
26,entropy,40.0,5,1,0.1,False
27,gini,,20,4,0.2,False
28,gini,,2,8,0.05,False
29,gini,20.0,20,1,0.1,False
30,gini,20.0,5,2,sqrt,True
31,entropy,80.0,20,4,0.05,False
32,entropy,80.0,5,1,0.1,False
33,entropy,80.0,20,1,log2,False
34,gini,20.0,2,1,0.2,False
35,entropy,20.0,5,8,log2,True
36,entropy,40.0,10,2,0.05,False
37,gini,,2,1,0.1,False
38,gini,60.0,10,4,0.1,True
39,entropy,20.0,10,8,0.2,True
40,gini,80.0,20,4,0.05,True
41,gini,20.0,20,1,sqrt,False
42,entropy,20.0,2,2,log2,False
43,entropy,60.0,2,8,0.2,True
44,entropy,80.0,2,1,0.05,True
45,gini,,20,2,0.2,True
46,entropy,,5,1,0.1,False
47,entropy,20.0,10,1,0.1,True
48,entropy,80.0,2,8,0.2,False
49,entropy,80.0,2,1,0.05,False
50,gini,80.0,2,2,log2,True
51,entropy,,2,8,0.1,False
52,gini,20.0,20,2,0.1,False
53,entropy,80.0,5,1,sqrt,False
54,gini,80.0,2,1,log2,True
55,gini,,2,4,0.05,True
56,entropy,60.0,2,2,0.02,True
57,entropy,20.0,2,1,0.05,True
58,gini,60.0,20,1,0.2,True
59,entropy,20.0,2,4,0.1,True
60,gini,20.0,5,2,0.02,True
61,gini,80.0,5,1,0.05,False
62,entropy,,5,8,0.05,False
63,gini,40.0,10,8,log2,True
64,entropy,,2,4,0.2,True
65,gini,40.0,2,4,0.1,False
66,entropy,20.0,10,1,log2,True
67,entropy,,20,2,0.02,True
68,gini,,5,2,0.1,False
69,entropy,,5,1,0.2,False
70,gini,60.0,5,8,0.1,False
71,gini,60.0,5,8,0.1,True
72,gini,60.0,20,1,sqrt,True
73,gini,,2,8,sqrt,True
74,gini,80.0,10,2,sqrt,True
75,gini,60.0,10,1,log2,False
76,entropy,40.0,10,8,0.1,False
77,gini,40.0,10,4,0.1,False
78,gini,20.0,20,4,log2,True
79,entropy,40.0,2,2,0.02,True
80,gini,60.0,20,1,0.05,False
81,entropy,20.0,10,2,sqrt,False
82,gini,40.0,10,2,0.05,False
83,gini,60.0,5,1,0.1,False
84,gini,20.0,5,4,0.1,True
85,gini,40.0,5,4,sqrt,False
86,gini,40.0,10,8,0.2,False
87,gini,20.0,10,1,sqrt,False
88,gini,20.0,5,4,0.05,True
89,entropy,80.0,10,1,0.2,True
90,entropy,60.0,5,8,0.05,False
91,gini,,5,4,0.05,True
92,entropy,,2,8,sqrt,False
93,gini,20.0,5,1,0.02,True
94,gini,40.0,10,1,0.2,False
95,gini,,10,1,0.1,True
96,entropy,60.0,10,1,log2,True
97,entropy,40.0,10,8,sqrt,True
98,gini,20.0,5,1,0.2,False
99,gini,40.0,2,8,log2,True
100,entropy,60.0,20,4,0.02,False
