candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,60.0,2,4,0.05,True
2,entropy,80.0,20,2,0.1,False
3,gini,60.0,5,8,0.1,False
4,entropy,,5,8,0.2,True
5,gini,60.0,20,2,log2,False
6,gini,80.0,2,2,sqrt,False
7,entropy,,20,1,0.1,True
8,gini,,5,8,0.02,True
9,gini,,10,2,0.2,True
10,entropy,20.0,5,8,0.2,False
11,entropy,40.0,5,8,log2,False
12,gini,20.0,20,2,0.05,True
13,entropy,,20,8,0.02,True
14,gini,40.0,2,4,log2,False
15,gini,40.0,20,2,sqrt,False
16,gini,60.0,10,8,log2,True
17,entropy,,20,8,0.05,True
18,gini,60.0,20,1,log2,True
19,entropy,60.0,10,2,0.02,False
20,entropy,,10,1,0.2,False
21,entropy,20.0,5,1,0.05,True
22,gini,40.0,20,4,0.1,False
23,gini,,10,8,0.1,True
24,entropy,60.0,10,2,0.05,False
25,gini,40.0,20,1,0.05,True
26,entropy,60.0,2,1,0.2,False
27,gini,20.0,5,8,0.02,True
28,entropy,80.0,5,1,sqrt,True
29,entropy,60.0,5,4,0.05,False
30,gini,,5,8,0.2,False
31,gini,40.0,10,2,0.1,True
32,entropy,60.0,20,2,0.02,False
33,entropy,60.0,10,4,0.05,True
34,gini,,2,8,sqrt,True
35,gini,20.0,10,1,0.2,False
36,gini,,10,8,log2,True
37,gini,,5,4,0.2,True
38,entropy,,10,8,0.02,True
39,entropy,60.0,20,8,0.05,False
40,gini,60.0,5,4,0.05,False
41,gini,20.0,10,2,0.02,False
42,gini,,5,8,0.1,False
43,gini,40.0,20,2,0.2,True
44,gini,,2,8,0.2,True
45,entropy,40.0,2,2,0.1,True
46,entropy,60.0,5,8,0.1,True
47,gini,40.0,20,1,log2,True
48,gini,60.0,2,2,log2,True
49,entropy,80.0,5,8,0.02,False
50,entropy,60.0,2,8,sqrt,False
51,gini,60.0,2,4,0.1,False
52,entropy,20.0,2,1,0.1,False
53,gini,60.0,10,8,0.1,False
54,gini,60.0,20,8,log2,False
55,gini,80.0,2,1,0.1,False
56,gini,80.0,10,4,0.2,True
57,entropy,80.0,5,8,log2,True
58,gini,40.0,20,1,0.02,False
59,gini,40.0,20,1,0.2,True
60,gini,60.0,5,8,0.2,False
61,gini,20.0,20,1,sqrt,False
62,entropy,80.0,20,2,0.02,True
63,gini,40.0,10,2,log2,False
64,gini,80.0,5,1,log2,False
65,entropy,40.0,10,2,log2,False
66,gini,60.0,5,4,0.1,True
67,entropy,80.0,20,4,0.02,False
68,entropy,,10,8,0.02,False
69,entropy,20.0,20,2,0.02,True
70,gini,,5,4,0.1,False
71,gini,,5,4,0.02,True
72,entropy,40.0,5,1,sqrt,False
73,gini,20.0,20,4,0.1,True
74,gini,40.0,10,2,0.2,False
75,entropy,60.0,10,8,0.05,False
76,gini,80.0,5,4,0.05,False
77,entropy,,20,4,0.2,False
78,entropy,60.0,5,8,0.1,False
79,entropy,80.0,5,8,sqrt,False
80,entropy,80.0,10,8,0.02,True
81,entropy,80.0,10,1,log2,False
82,gini,,20,8,log2,True
83,entropy,60.0,10,4,0.2,True
84,gini,20.0,5,2,0.02,False
85,entropy,20.0,2,2,0.05,False
86,entropy,40.0,5,2,0.1,False
87,entropy,60.0,5,1,0.2,False
88,entropy,60.0,2,1,sqrt,True
89,entropy,40.0,2,8,sqrt,False
90,entropy,60.0,20,4,0.1,False
91,gini,,20,2,log2,True
92,entropy,20.0,10,4,0.2,True
93,gini,80.0,2,1,0.1,True
94,gini,80.0,10,4,sqrt,False
95,entropy,60.0,20,8,0.05,True
96,gini,40.0,5,2,0.1,True
97,entropy,40.0,10,8,0.02,True
98,entropy,80.0,20,1,0.1,True
99,entropy,20.0,2,8,0.2,False
100,entropy,60.0,5,8,0.05,False
