candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,40.0,2,8,log2,True
2,gini,80.0,10,4,sqrt,True
3,gini,20.0,5,1,log2,False
4,entropy,,5,2,0.02,False
5,entropy,40.0,2,1,0.2,False
6,entropy,,10,8,0.1,True
7,entropy,,10,1,0.1,False
8,gini,40.0,2,1,0.05,True
9,entropy,20.0,2,8,sqrt,False
10,entropy,60.0,5,2,0.2,False
11,entropy,60.0,2,8,0.2,True
12,gini,20.0,2,2,0.02,False
13,gini,60.0,2,4,sqrt,False
14,gini,,2,2,0.05,False
15,entropy,60.0,5,4,0.2,False
16,entropy,60.0,5,4,0.05,False
17,entropy,60.0,20,8,0.02,True
18,gini,60.0,10,1,log2,False
19,gini,40.0,20,8,log2,True
20,entropy,60.0,2,8,0.05,True
21,gini,20.0,10,1,0.2,False
22,entropy,80.0,2,4,sqrt,False
23,gini,80.0,20,1,0.1,True
24,entropy,80.0,10,4,log2,False
25,entropy,80.0,10,4,0.2,False
26,entropy,60.0,2,8,0.02,False
27,entropy,,10,4,0.05,False
28,entropy,40.0,20,8,0.05,False
29,gini,,2,4,log2,False
30,entropy,60.0,2,4,0.2,True
31,entropy,80.0,10,4,log2,True
32,gini,40.0,5,4,log2,False
33,entropy,60.0,2,8,0.1,True
34,entropy,,20,8,log2,True
35,entropy,80.0,5,1,0.1,False
36,gini,20.0,5,1,0.02,True
37,gini,,10,1,0.05,False
38,entropy,20.0,5,8,log2,True
39,gini,40.0,10,8,0.02,True
40,gini,60.0,10,4,log2,False
41,entropy,40.0,20,8,0.1,True
42,gini,60.0,2,2,0.2,False
43,gini,60.0,10,1,log2,True
44,gini,,5,4,log2,True
45,entropy,60.0,10,1,0.1,False
46,gini,20.0,20,8,log2,True
47,entropy,20.0,20,4,0.1,True
48,gini,60.0,20,8,0.05,True
49,gini,60.0,5,4,0.1,True
50,gini,20.0,20,8,0.02,False
51,gini,80.0,10,2,0.05,False
52,entropy,20.0,5,8,0.1,False
53,entropy,20.0,5,8,0.02,False
54,entropy,80.0,5,2,sqrt,True
55,gini,60.0,2,4,0.2,True
56,entropy,,10,2,sqrt,True
57,entropy,80.0,10,1,sqrt,True
58,gini,40.0,5,1,0.02,False
59,gini,40.0,5,2,0.2,False
60,gini,40.0,20,4,0.2,False
61,entropy,80.0,2,2,0.2,False
62,gini,20.0,5,8,0.2,True
63,gini,,2,8,sqrt,False
64,entropy,,2,4,sqrt,True
65,entropy,,2,1,0.05,False
66,gini,40.0,2,2,log2,True
67,entropy,40.0,2,2,0.2,True
68,entropy,60.0,2,1,0.2,True
69,gini,80.0,20,1,0.02,True
70,gini,,2,4,0.2,False
71,entropy,40.0,2,2,0.05,False
72,entropy,20.0,20,8,0.1,True
73,entropy,80.0,20,4,log2,False
74,entropy,60.0,2,4,0.1,False
75,entropy,,20,1,0.02,True
76,entropy,80.0,20,4,0.2,False
77,gini,40.0,20,4,0.02,True
78,entropy,80.0,10,1,sqrt,False
79,gini,80.0,10,2,log2,True
80,entropy,,2,1,0.02,True
81,entropy,,5,8,0.05,False
82,entropy,,20,2,0.1,False
83,entropy,,10,4,0.1,False
84,entropy,60.0,5,1,sqrt,True
85,entropy,40.0,2,1,0.05,False
86,entropy,80.0,10,1,0.1,False
87,entropy,40.0,2,2,sqrt,False
88,gini,40.0,20,4,0.1,False
89,gini,60.0,2,4,0.05,True
90,gini,60.0,2,1,0.2,True
91,entropy,,2,1,0.02,False
92,entropy,40.0,20,2,0.2,False
93,gini,20.0,2,2,0.2,True
94,gini,60.0,20,4,0.02,True
95,gini,40.0,5,8,sqrt,False
96,gini,,5,1,0.2,False
97,gini,40.0,10,1,0.2,False
98,gini,60.0,5,4,0.2,False
99,entropy,20.0,2,8,log2,True
100,entropy,60.0,5,8,log2,False
