candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,,2,8,0.02,True
2,gini,20.0,5,4,0.2,False
3,gini,20.0,20,8,0.05,True
4,gini,,10,2,0.02,False
5,gini,20.0,10,4,0.02,True
6,gini,40.0,20,4,0.1,False
7,entropy,80.0,20,8,0.02,True
8,entropy,40.0,10,2,sqrt,False
9,gini,80.0,2,1,log2,True
10,gini,40.0,20,4,log2,False
11,gini,80.0,5,4,0.2,True
12,entropy,,10,8,0.02,False
13,entropy,40.0,5,1,log2,True
14,gini,80.0,2,1,0.02,True
15,gini,,10,2,log2,True
16,entropy,20.0,10,4,0.05,False
17,gini,,20,2,0.05,False
18,entropy,,2,2,log2,False
19,entropy,60.0,20,8,0.1,False
20,entropy,80.0,2,4,0.05,False
21,gini,,10,1,log2,False
22,gini,,5,4,0.1,False
23,gini,,20,8,0.05,True
24,entropy,40.0,10,8,0.02,False
25,entropy,20.0,2,1,0.02,True
26,entropy,40.0,10,4,log2,True
27,gini,20.0,2,8,sqrt,False
28,entropy,20.0,20,8,0.1,True
29,entropy,60.0,10,2,sqrt,False
30,entropy,20.0,2,4,log2,True
31,entropy,60.0,20,2,0.2,False
32,gini,60.0,5,8,0.2,False
33,entropy,40.0,2,8,sqrt,True
34,entropy,40.0,10,4,0.05,False
35,gini,40.0,10,1,sqrt,False
36,gini,,5,8,0.1,False
37,entropy,60.0,2,1,0.1,False
38,entropy,20.0,10,8,log2,False
39,entropy,,2,1,sqrt,True
40,gini,,5,1,0.2,False
41,entropy,80.0,2,4,0.02,True
42,gini,,2,4,log2,False
43,entropy,20.0,20,8,0.05,False
44,entropy,80.0,10,4,0.05,True
45,gini,80.0,2,4,0.05,False
46,entropy,20.0,2,8,0.02,False
47,entropy,,5,4,sqrt,False
48,entropy,,2,1,sqrt,False
49,entropy,20.0,2,2,0.2,False
50,entropy,60.0,5,2,sqrt,True
51,gini,80.0,2,4,0.05,True
52,entropy,20.0,10,2,0.02,False
53,gini,,2,4,0.2,True
54,entropy,60.0,2,4,0.1,True
55,entropy,,10,1,0.02,False
56,gini,,2,4,0.1,True
57,entropy,40.0,20,8,0.02,False
58,gini,,5,2,0.02,True
59,entropy,40.0,5,1,0.02,False
60,entropy,20.0,20,1,0.2,True
61,gini,60.0,5,1,0.05,False
62,gini,20.0,5,1,sqrt,False
63,gini,,2,2,0.05,True
64,gini,60.0,10,2,0.1,False
65,entropy,40.0,2,2,sqrt,True
66,gini,40.0,2,1,0.05,True
67,gini,,5,1,0.1,True
68,gini,,10,4,0.02,True
69,entropy,,2,1,0.1,False
70,gini,80.0,10,4,0.02,True
71,entropy,20.0,20,1,0.02,False
72,gini,40.0,5,4,sqrt,True
73,entropy,60.0,5,1,0.02,False
74,gini,20.0,20,8,0.1,False
75,entropy,40.0,10,2,log2,False
76,entropy,,20,4,sqrt,True
77,gini,60.0,20,1,0.05,False
78,gini,20.0,5,8,0.05,False
79,entropy,60.0,10,2,0.02,True
80,entropy,80.0,5,2,log2,True
81,entropy,,20,2,log2,True
82,entropy,60.0,20,1,sqrt,True
83,entropy,40.0,5,8,0.2,False
84,gini,20.0,2,8,0.05,False
85,entropy,40.0,5,8,0.02,True
86,entropy,80.0,10,1,log2,True
87,gini,60.0,10,2,log2,True
88,gini,80.0,5,4,0.1,False
89,entropy,60.0,10,2,log2,True
90,gini,60.0,2,4,0.2,False
91,entropy,20.0,2,1,0.1,False
92,entropy,20.0,5,4,sqrt,False
93,entropy,60.0,2,4,0.05,True
94,gini,,5,1,0.02,False
95,entropy,20.0,2,8,sqrt,False
96,entropy,80.0,2,4,0.02,False
97,gini,80.0,5,4,0.1,True
98,gini,,2,1,sqrt,False
99,entropy,,2,1,log2,True
100,entropy,,20,4,0.02,False
