candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,20.0,5,2,log2,True
2,entropy,,2,4,0.1,False
3,gini,40.0,2,8,0.05,True
4,gini,,5,4,0.2,True
5,entropy,20.0,10,4,0.02,False
6,gini,80.0,5,4,log2,True
7,entropy,40.0,5,1,0.1,False
8,entropy,80.0,10,4,0.2,False
9,gini,20.0,2,2,log2,True
10,entropy,80.0,10,8,0.05,True
11,gini,60.0,5,4,0.1,True
12,gini,40.0,10,8,0.02,True
13,entropy,60.0,20,4,0.02,False
14,gini,60.0,20,4,0.02,True
15,gini,,10,1,log2,True
16,gini,60.0,2,8,0.1,True
17,entropy,80.0,5,8,0.2,False
18,gini,40.0,10,2,0.1,False
19,gini,40.0,2,4,0.2,False
20,entropy,,5,8,0.2,False
21,gini,40.0,5,2,0.05,True
22,gini,80.0,2,1,0.02,True
23,entropy,20.0,10,4,0.05,False
24,gini,40.0,10,1,sqrt,True
25,entropy,60.0,2,2,log2,True
26,entropy,80.0,10,8,0.2,True
27,gini,,5,1,0.2,True
28,gini,80.0,2,1,0.2,False
29,entropy,,20,8,0.02,False
30,gini,80.0,10,2,sqrt,True
31,entropy,40.0,10,2,sqrt,False
32,entropy,,10,4,0.05,True
33,entropy,,10,2,sqrt,False
34,entropy,40.0,20,1,0.05,False
35,gini,40.0,5,1,sqrt,True
36,entropy,60.0,5,4,sqrt,False
37,gini,20.0,20,4,sqrt,True
38,gini,80.0,10,4,0.2,True
39,entropy,80.0,20,2,0.02,False
40,entropy,40.0,5,2,0.05,True
41,entropy,60.0,20,1,log2,False
42,gini,40.0,20,1,sqrt,True
43,entropy,80.0,5,4,0.1,False
44,gini,,10,4,0.05,False
45,entropy,20.0,10,8,sqrt,True
46,entropy,20.0,10,2,0.2,True
47,entropy,80.0,10,2,0.05,True
48,gini,,10,1,0.02,True
49,entropy,60.0,20,1,sqrt,False
50,gini,60.0,20,8,log2,True
51,gini,60.0,20,2,0.2,True
52,gini,20.0,10,2,sqrt,False
53,entropy,,20,4,log2,False
54,entropy,40.0,10,1,0.02,True
55,entropy,60.0,20,8,0.02,False
56,entropy,,2,8,0.05,False
57,gini,40.0,20,2,sqrt,False
58,gini,60.0,5,2,0.02,True
59,gini,,2,4,0.1,False
60,entropy,80.0,20,2,0.1,False
61,entropy,60.0,10,4,0.02,True
62,gini,,10,1,0.2,True
63,entropy,,5,1,0.1,False
64,gini,80.0,5,2,log2,True
65,gini,80.0,2,4,sqrt,False
66,gini,20.0,10,8,0.05,False
67,entropy,60.0,10,1,0.02,False
68,gini,20.0,2,4,sqrt,True
69,entropy,20.0,20,2,log2,True
70,gini,,10,4,0.2,False
71,entropy,80.0,2,2,0.05,True
72,gini,60.0,10,8,log2,True
73,entropy,80.0,5,8,sqrt,True
74,entropy,,10,1,0.1,False
75,gini,20.0,2,2,0.02,True
76,gini,60.0,20,8,0.1,False
77,entropy,80.0,10,4,0.2,True
78,gini,,5,2,0.05,False
79,entropy,80.0,5,1,log2,False
80,entropy,20.0,20,8,log2,False
81,entropy,,10,4,log2,False
82,entropy,20.0,5,4,0.02,False
83,entropy,40.0,2,1,log2,False
84,gini,,10,1,0.1,False
85,gini,40.0,20,1,0.02,False
86,entropy,80.0,10,1,log2,True
87,entropy,80.0,10,1,0.02,False
88,gini,40.0,5,1,0.02,True
89,entropy,40.0,10,1,0.2,False
90,entropy,60.0,10,1,log2,False
91,gini,,2,8,sqrt,True
92,gini,20.0,5,2,0.1,False
93,entropy,60.0,2,4,sqrt,False
94,gini,,20,1,0.05,True
95,gini,40.0,2,2,0.05,False
96,gini,20.0,5,4,0.1,False
97,entropy,60.0,20,8,0.1,True
98,gini,40.0,5,4,0.02,False
99,entropy,,10,1,0.05,False
100,entropy,80.0,5,4,log2,False
