candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,40.0,5,2,sqrt,False
2,gini,80.0,5,8,0.02,False
3,entropy,20.0,5,4,0.1,False
4,entropy,20.0,10,2,0.1,False
5,gini,20.0,5,1,0.02,False
6,entropy,60.0,10,1,0.2,True
7,gini,20.0,20,1,sqrt,True
8,gini,80.0,2,4,log2,True
9,gini,,5,8,0.05,False
10,gini,20.0,20,4,0.2,False
11,gini,,20,1,sqrt,False
12,entropy,80.0,10,8,sqrt,False
13,entropy,20.0,2,2,sqrt,False
14,gini,,2,2,0.1,False
15,gini,20.0,20,4,0.1,False
16,entropy,20.0,5,8,sqrt,True
17,entropy,40.0,20,4,log2,True
18,gini,20.0,20,2,0.1,True
19,entropy,40.0,2,2,0.1,False
20,entropy,40.0,20,8,log2,True
21,gini,80.0,2,1,0.1,True
22,entropy,60.0,2,8,0.05,True
23,gini,60.0,5,4,sqrt,True
24,gini,40.0,2,1,0.02,True
25,gini,40.0,2,1,0.1,False
26,entropy,60.0,10,4,0.02,False
27,gini,60.0,10,1,0.05,False
28,gini,80.0,5,2,0.02,True
29,entropy,,20,2,0.02,False
30,entropy,40.0,10,8,0.05,True
31,entropy,80.0,20,2,0.02,True
32,entropy,,2,4,sqrt,True
33,gini,40.0,5,4,0.02,True
34,entropy,40.0,2,1,0.1,False
35,gini,80.0,2,2,0.2,True
36,gini,20.0,5,2,0.02,True
37,entropy,40.0,5,1,0.02,False
38,gini,80.0,2,4,0.1,True
39,entropy,80.0,10,4,0.2,True
40,gini,80.0,10,2,0.2,True
41,entropy,60.0,20,2,0.02,False
42,gini,,5,2,0.05,True
43,gini,20.0,2,1,0.02,True
44,gini,80.0,20,2,0.02,True
45,entropy,60.0,2,4,0.2,True
46,entropy,40.0,10,1,0.05,False
47,gini,,20,4,0.1,True
48,entropy,20.0,10,4,sqrt,False
49,entropy,60.0,20,8,sqrt,True
50,gini,40.0,10,8,log2,True
51,entropy,40.0,5,8,0.02,False
52,gini,,10,1,sqrt,False
53,gini,60.0,2,8,0.02,False
54,gini,80.0,20,4,sqrt,True
55,entropy,20.0,2,8,0.02,False
56,gini,,20,1,log2,True
57,gini,60.0,2,8,0.05,False
58,entropy,60.0,20,1,0.2,True
59,entropy,20.0,10,8,0.05,False
60,entropy,60.0,10,1,0.02,False
61,entropy,40.0,10,8,sqrt,False
62,gini,80.0,2,4,0.2,True
63,gini,40.0,20,1,sqrt,False
64,gini,,5,2,0.02,False
65,gini,,20,1,0.2,False
66,entropy,40.0,10,2,0.1,False
67,entropy,,10,1,0.02,True
68,gini,,5,2,0.2,False
69,gini,20.0,5,4,sqrt,True
70,entropy,80.0,2,1,0.1,True
71,entropy,,10,8,log2,True
72,entropy,40.0,10,2,log2,False
73,gini,80.0,2,8,log2,False
74,entropy,60.0,5,2,0.2,False
75,entropy,40.0,2,1,0.2,False
76,entropy,80.0,20,1,log2,True
77,gini,80.0,20,2,sqrt,True
78,gini,,5,4,0.2,True
79,entropy,,10,2,0.05,True
80,entropy,60.0,20,2,0.2,False
81,entropy,80.0,2,1,0.1,False
82,entropy,40.0,20,8,0.2,True
83,entropy,40.0,20,1,log2,False
84,gini,40.0,2,4,log2,False
85,entropy,20.0,2,2,log2,False
86,entropy,40.0,2,8,0.02,True
87,gini,60.0,5,2,log2,True
88,gini,80.0,2,1,log2,False
89,gini,,2,1,sqrt,False
90,entropy,20.0,10,4,0.05,True
91,gini,40.0,20,8,0.02,True
92,entropy,60.0,20,4,0.02,False
93,entropy,,2,4,0.1,True
94,entropy,20.0,10,2,log2,False
95,gini,,2,4,0.2,True
96,gini,,20,4,0.05,False
97,gini,80.0,2,4,0.02,False
98,gini,40.0,2,2,sqrt,True
99,gini,80.0,10,2,sqrt,True
100,entropy,60.0,20,8,log2,False
