candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,,2,2,0.05,False
2,gini,40.0,20,8,log2,False
3,entropy,20.0,2,1,sqrt,False
4,entropy,60.0,5,1,log2,True
5,entropy,80.0,10,4,0.2,False
6,entropy,20.0,10,4,sqrt,False
7,entropy,40.0,20,1,0.2,False
8,gini,60.0,5,4,0.1,True
9,entropy,,20,2,0.1,False
10,entropy,20.0,10,4,0.02,False
11,entropy,20.0,10,4,0.1,True
12,entropy,,5,8,log2,True
13,entropy,60.0,5,4,0.2,True
14,gini,40.0,20,8,0.2,True
15,entropy,40.0,20,4,sqrt,True
16,gini,,20,1,0.02,False
17,gini,80.0,10,1,0.2,True
18,entropy,20.0,2,1,0.2,True
19,gini,,2,4,0.2,True
20,gini,20.0,5,4,0.02,True
21,entropy,40.0,20,1,0.2,True
22,entropy,80.0,2,4,0.05,True
23,entropy,60.0,5,4,log2,False
24,entropy,40.0,20,4,0.05,False
25,entropy,80.0,2,8,0.1,True
26,entropy,60.0,5,8,log2,True
27,gini,,2,2,0.2,False
28,entropy,20.0,2,1,0.2,False
29,gini,,2,4,sqrt,True
30,entropy,60.0,20,1,log2,False
31,gini,80.0,20,2,sqrt,False
32,entropy,20.0,5,4,sqrt,False
33,gini,20.0,2,2,log2,False
34,gini,60.0,10,2,0.02,True
35,gini,,10,8,0.2,True
36,entropy,80.0,5,1,0.1,True
37,entropy,80.0,20,1,0.2,True
38,entropy,,20,1,log2,True
39,gini,20.0,20,2,0.05,True
40,entropy,40.0,5,8,0.05,True
41,entropy,,20,8,0.1,False
42,entropy,,5,1,sqrt,True
43,entropy,,10,1,log2,False
44,entropy,,5,1,0.2,True
45,gini,80.0,2,1,0.05,True
46,entropy,80.0,10,4,0.1,True
47,gini,,10,4,0.2,True
48,entropy,80.0,2,4,0.2,False
49,gini,60.0,5,2,sqrt,False
50,gini,40.0,10,8,0.1,True
51,entropy,80.0,5,8,sqrt,True
52,gini,40.0,2,2,log2,False
53,gini,20.0,2,1,0.2,True
54,gini,80.0,10,2,sqrt,True
55,gini,,20,8,sqrt,True
56,gini,80.0,5,8,0.05,True
57,entropy,40.0,2,8,sqrt,False
58,gini,20.0,2,4,0.1,True
59,entropy,40.0,2,1,0.1,True
60,entropy,60.0,20,8,0.2,False
61,gini,40.0,2,4,0.05,False
62,gini,60.0,5,1,0.02,True
63,entropy,,5,2,log2,True
64,gini,,20,2,0.02,False
65,gini,,20,8,0.1,False
66,entropy,,5,1,log2,True
67,entropy,,5,2,sqrt,True
68,gini,,2,4,0.1,False
69,entropy,20.0,5,4,0.02,False
70,gini,80.0,10,4,log2,False
71,gini,,5,8,0.02,False
72,gini,,5,1,0.2,False
73,gini,60.0,20,4,log2,False
74,entropy,60.0,20,1,0.05,True
75,gini,40.0,5,4,0.1,True
76,gini,20.0,2,8,sqrt,True
77,gini,40.0,20,4,log2,True
78,entropy,40.0,10,4,0.02,True
79,entropy,80.0,20,8,0.02,False
80,entropy,60.0,5,1,0.2,True
81,gini,60.0,2,4,0.1,False
82,gini,40.0,2,1,0.2,True
83,entropy,20.0,5,1,0.2,True
84,gini,40.0,20,8,0.2,False
85,gini,60.0,10,1,0.2,True
86,entropy,80.0,2,2,log2,False
87,gini,40.0,2,4,0.2,False
88,entropy,60.0,20,8,0.2,True
89,gini,60.0,5,1,log2,True
90,gini,60.0,2,1,0.02,False
91,gini,40.0,20,2,0.1,False
92,entropy,80.0,10,4,0.05,True
93,entropy,,20,8,0.02,False
94,entropy,60.0,10,2,sqrt,False
95,entropy,20.0,2,8,0.05,True
96,gini,20.0,10,8,0.2,True
97,entropy,40.0,10,1,log2,True
98,entropy,,10,1,0.1,True
99,entropy,,20,8,log2,False
100,entropy,20.0,5,8,0.2,True
