candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,entropy,80.0,10,4,0.02,True
2,entropy,20.0,10,1,0.05,False
3,entropy,80.0,5,4,sqrt,True
4,gini,60.0,20,2,0.02,False
5,entropy,20.0,20,4,0.05,False
6,gini,40.0,20,8,0.02,False
7,gini,80.0,2,1,0.05,False
8,entropy,20.0,20,1,sqrt,True
9,gini,40.0,10,8,0.2,True
10,gini,40.0,2,1,log2,False
11,gini,60.0,5,8,sqrt,False
12,entropy,20.0,10,2,log2,False
13,gini,20.0,5,2,sqrt,True
14,gini,80.0,20,1,0.2,False
15,entropy,,2,8,log2,False
16,entropy,,20,8,0.05,False
17,gini,80.0,5,8,0.2,True
18,gini,80.0,20,8,0.02,False
19,entropy,20.0,20,4,log2,True
20,gini,80.0,20,2,0.05,False
21,gini,40.0,2,2,sqrt,True
22,entropy,40.0,5,1,0.2,False
23,entropy,80.0,10,2,0.02,True
24,gini,40.0,2,1,0.2,True
25,entropy,,10,4,0.05,False
26,entropy,20.0,20,8,sqrt,False
27,entropy,60.0,10,4,sqrt,True
28,gini,20.0,20,8,0.02,True
29,gini,40.0,20,8,0.05,True
30,entropy,60.0,20,4,0.05,True
31,gini,60.0,2,1,0.2,True
32,gini,40.0,20,8,0.1,False
33,entropy,60.0,10,4,0.05,True
34,entropy,40.0,5,4,0.1,False
35,entropy,60.0,10,8,log2,False
36,gini,80.0,20,4,0.1,False
37,entropy,20.0,10,8,sqrt,True
38,entropy,20.0,5,4,0.02,False
39,gini,80.0,2,8,0.1,False
40,entropy,60.0,10,2,log2,False
41,gini,80.0,10,1,log2,True
42,gini,60.0,2,1,0.02,True
43,gini,80.0,10,4,0.02,True
44,gini,40.0,20,4,0.05,True
45,gini,,5,2,sqrt,True
46,entropy,60.0,2,1,0.1,False
47,gini,40.0,10,1,0.1,True
48,entropy,20.0,5,2,sqrt,False
49,entropy,,20,1,0.1,True
50,entropy,60.0,5,4,0.1,True
51,entropy,,2,8,sqrt,False
52,gini,40.0,2,2,sqrt,False
53,entropy,80.0,5,2,0.1,False
54,gini,20.0,2,2,0.2,False
55,gini,80.0,2,2,0.02,False
56,entropy,40.0,20,8,0.1,False
57,entropy,,20,4,0.05,False
58,entropy,,5,4,log2,False
59,gini,60.0,5,1,0.1,False
60,gini,60.0,20,8,0.2,False
61,gini,20.0,10,2,sqrt,False
62,gini,20.0,10,4,0.05,False
63,gini,60.0,20,4,0.2,True
64,gini,80.0,20,2,log2,False
65,gini,80.0,2,2,0.2,True
66,entropy,60.0,2,4,0.05,False
67,entropy,40.0,10,8,sqrt,True
68,gini,40.0,5,2,0.05,False
69,entropy,40.0,2,4,0.05,True
70,entropy,80.0,2,4,log2,False
71,gini,,10,4,0.2,True
72,gini,80.0,5,8,0.05,True
73,gini,40.0,10,8,0.2,False
74,gini,,10,8,0.2,True
75,entropy,20.0,5,1,0.02,True
76,gini,60.0,20,4,0.05,False
77,entropy,80.0,2,4,0.1,True
78,gini,40.0,5,4,0.1,True
79,entropy,20.0,2,4,0.05,True
80,gini,20.0,20,1,0.05,False
81,entropy,80.0,20,2,log2,True
82,entropy,20.0,5,2,0.2,True
83,entropy,40.0,20,2,0.1,True
84,entropy,,10,4,0.02,False
85,gini,,2,4,log2,True
86,gini,40.0,10,2,0.2,False
87,entropy,20.0,5,8,0.2,True
88,entropy,,20,8,0.1,False
89,entropy,,10,2,log2,True
90,entropy,80.0,2,1,log2,True
91,gini,,2,8,sqrt,True
92,entropy,20.0,2,2,0.02,False
93,gini,,5,4,0.2,False
94,entropy,,2,8,0.2,True
95,gini,20.0,10,2,0.02,True
96,entropy,20.0,20,1,log2,False
97,entropy,80.0,20,2,0.2,False
98,gini,80.0,10,4,log2,False
99,gini,40.0,2,1,0.05,True
100,entropy,80.0,5,8,log2,False
