candidate_id,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap
1,gini,20.0,2,8,0.02,False
2,entropy,60.0,2,4,0.05,True
3,entropy,,10,4,0.2,False
4,gini,40.0,5,8,0.1,False
5,entropy,80.0,10,4,0.1,False
6,gini,,10,8,sqrt,True
7,entropy,20.0,10,8,0.1,False
8,gini,,2,1,0.1,True
9,gini,40.0,20,4,log2,True
10,entropy,,2,4,log2,False
11,entropy,60.0,20,8,0.05,False
12,entropy,20.0,10,4,0.2,False
13,entropy,,2,1,sqrt,False
14,gini,60.0,10,4,0.02,True
15,entropy,,10,1,0.1,False
16,entropy,,2,1,0.1,False
17,gini,20.0,10,4,log2,False
18,gini,80.0,2,8,0.1,True
19,gini,40.0,5,4,0.2,True
20,entropy,80.0,10,8,0.02,True
21,gini,40.0,20,4,sqrt,True
22,entropy,80.0,20,1,log2,True
23,entropy,,20,4,0.05,False
24,entropy,80.0,5,1,sqrt,False
25,gini,80.0,20,8,0.2,True
26,gini,40.0,2,4,log2,True
27,entropy,,10,8,0.02,True
28,gini,60.0,5,4,0.2,False
29,entropy,20.0,10,1,0.2,False
30,entropy,40.0,2,2,0.1,False
31,gini,20.0,5,2,0.2,False
32,gini,,10,2,0.1,False
33,entropy,,5,8,0.2,False
34,entropy,40.0,20,1,0.02,True
35,entropy,80.0,2,2,0.2,False
36,gini,20.0,20,8,0.05,True
37,entropy,80.0,20,4,0.02,False
38,gini,60.0,5,4,0.1,True
39,entropy,20.0,20,1,0.02,False
40,entropy,60.0,10,1,sqrt,False
41,entropy,60.0,20,4,0.02,False
42,entropy,20.0,5,2,0.1,True
43,gini,20.0,2,8,log2,True
44,gini,40.0,5,4,0.2,False
45,gini,20.0,20,4,0.05,True
46,entropy,40.0,2,1,0.1,True
47,entropy,60.0,20,2,log2,False
48,entropy,20.0,2,8,sqrt,True
49,gini,80.0,10,8,0.2,True
50,gini,40.0,20,1,log2,False
51,entropy,,2,2,0.1,False
52,gini,,20,4,log2,True
53,gini,40.0,20,8,0.05,False
54,entropy,60.0,5,4,log2,True
55,entropy,60.0,20,4,sqrt,False
56,gini,20.0,20,2,0.2,True
57,gini,60.0,5,4,sqrt,True
58,entropy,60.0,10,1,0.1,False
59,gini,60.0,10,1,0.2,False
60,gini,40.0,2,4,sqrt,True
61,gini,60.0,20,8,sqrt,False
62,gini,40.0,5,4,log2,True
63,entropy,40.0,2,8,0.2,False
64,entropy,60.0,2,1,0.1,True
65,entropy,60.0,5,2,0.1,True
66,entropy,,10,8,0.1,True
67,gini,20.0,2,4,0.02,True
68,gini,,5,4,0.1,True
69,entropy,80.0,5,8,0.1,True
70,gini,60.0,5,8,0.2,False
71,gini,,20,8,log2,False
72,gini,,20,1,0.1,True
73,gini,,20,2,sqrt,True
74,gini,80.0,5,2,log2,False
75,gini,40.0,20,8,log2,True
76,gini,,20,2,0.02,True
77,entropy,60.0,20,2,0.05,True
78,gini,,2,8,0.2,False
79,entropy,60.0,10,4,0.1,False
80,gini,,20,4,0.05,True
81,entropy,80.0,2,1,0.05,False
82,gini,80.0,10,8,0.2,False
83,gini,20.0,2,1,log2,True
84,gini,,2,8,0.05,False
85,entropy,60.0,10,2,0.1,True
86,entropy,80.0,10,4,0.1,True
87,gini,60.0,2,2,0.2,False
88,entropy,80.0,10,2,0.02,False
89,entropy,80.0,10,2,0.1,False
90,gini,60.0,5,1,0.2,True
91,gini,40.0,10,1,sqrt,False
92,entropy,80.0,20,4,0.1,True
93,entropy,60.0,10,1,0.2,False
94,gini,60.0,2,4,0.1,True
95,gini,60.0,5,1,sqrt,False
96,entropy,40.0,5,4,0.2,False
97,gini,20.0,10,8,log2,True
98,gini,,2,1,0.2,True
99,gini,,5,8,0.05,True
100,gini,60.0,20,4,0.2,True
